region_bld,clim,urt,arch,eneff,shr_need_heat
C-EEU-CZE,Zone_5A Cool Humid,rur,comm,s52_low,1
C-EEU-CZE,Zone_5A Cool Humid,rur,comm,sr11_std,1
C-EEU-CZE,Zone_5A Cool Humid,rur,comm,sr12_low,1
C-EEU-CZE,Zone_5A Cool Humid,rur,comm,sr21_std,1
C-EEU-CZE,Zone_5A Cool Humid,rur,comm,sr22_low,1
C-EEU-CZE,Zone_5A Cool Humid,rur,comm,sr31_std,1
C-EEU-CZE,Zone_5A Cool Humid,rur,comm,sr32_low,1
C-EEU-CZE,Zone_5A Cool Humid,urb,comm,s1,1
C-EEU-CZE,Zone_5A Cool Humid,urb,comm,s2,1
C-EEU-CZE,Zone_5A Cool Humid,urb,comm,s3,1
C-EEU-CZE,Zone_5A Cool Humid,urb,comm,s51_std,1
C-EEU-CZE,Zone_5A Cool Humid,urb,comm,s52_low,1
C-EEU-CZE,Zone_5A Cool Humid,urb,comm,sr11_std,1
C-EEU-CZE,Zone_5A Cool Humid,urb,comm,sr12_low,1
C-EEU-CZE,Zone_5A Cool Humid,urb,comm,sr21_std,1
C-EEU-CZE,Zone_5A Cool Humid,urb,comm,sr22_low,1
C-EEU-CZE,Zone_5A Cool Humid,urb,comm,sr31_std,1
C-EEU-CZE,Zone_5A Cool Humid,urb,comm,sr32_low,1
C-EEU-EST,Zone_6A Cold Humid,rur,comm,s1,1
C-EEU-EST,Zone_6A Cold Humid,rur,comm,s2,1
C-EEU-EST,Zone_6A Cold Humid,rur,comm,s3,1
C-EEU-EST,Zone_6A Cold Humid,rur,comm,s51_std,1
C-EEU-EST,Zone_6A Cold Humid,rur,comm,s52_low,1
C-EEU-EST,Zone_6A Cold Humid,rur,comm,sr11_std,1
C-EEU-EST,Zone_6A Cold Humid,rur,comm,sr12_low,1
C-EEU-EST,Zone_6A Cold Humid,rur,comm,sr21_std,1
C-EEU-EST,Zone_6A Cold Humid,rur,comm,sr22_low,1
C-EEU-EST,Zone_6A Cold Humid,rur,comm,sr31_std,1
C-EEU-EST,Zone_6A Cold Humid,rur,comm,sr32_low,1
C-EEU-EST,Zone_6A Cold Humid,urb,comm,s1,1
C-EEU-EST,Zone_6A Cold Humid,urb,comm,s2,1
C-EEU-EST,Zone_6A Cold Humid,urb,comm,s3,1
C-EEU-EST,Zone_6A Cold Humid,urb,comm,s51_std,1
C-EEU-EST,Zone_6A Cold Humid,urb,comm,s52_low,1
C-EEU-EST,Zone_6A Cold Humid,urb,comm,sr11_std,1
C-EEU-EST,Zone_6A Cold Humid,urb,comm,sr12_low,1
C-EEU-EST,Zone_6A Cold Humid,urb,comm,sr21_std,1
C-EEU-EST,Zone_6A Cold Humid,urb,comm,sr22_low,1
C-EEU-EST,Zone_6A Cold Humid,urb,comm,sr31_std,1
C-EEU-EST,Zone_6A Cold Humid,urb,comm,sr32_low,1
C-EEU-HUN,Zone_4A Mixed Humid,rur,comm,s1,1
C-EEU-HUN,Zone_4A Mixed Humid,rur,comm,s2,1
C-EEU-HUN,Zone_4A Mixed Humid,rur,comm,s3,1
C-EEU-HUN,Zone_4A Mixed Humid,rur,comm,s51_std,1
C-EEU-HUN,Zone_4A Mixed Humid,rur,comm,s52_low,1
C-EEU-HUN,Zone_4A Mixed Humid,rur,comm,sr11_std,1
C-EEU-HUN,Zone_4A Mixed Humid,rur,comm,sr12_low,1
C-EEU-HUN,Zone_4A Mixed Humid,rur,comm,sr21_std,1
C-EEU-HUN,Zone_4A Mixed Humid,rur,comm,sr22_low,1
C-EEU-HUN,Zone_4A Mixed Humid,rur,comm,sr31_std,1
C-EEU-HUN,Zone_4A Mixed Humid,rur,comm,sr32_low,1
C-EEU-HUN,Zone_4A Mixed Humid,urb,comm,s1,1
C-EEU-HUN,Zone_4A Mixed Humid,urb,comm,s2,1
C-EEU-HUN,Zone_4A Mixed Humid,urb,comm,s3,1
C-EEU-HUN,Zone_4A Mixed Humid,urb,comm,s51_std,1
C-EEU-HUN,Zone_4A Mixed Humid,urb,comm,s52_low,1
C-EEU-HUN,Zone_4A Mixed Humid,urb,comm,sr11_std,1
C-EEU-HUN,Zone_4A Mixed Humid,urb,comm,sr12_low,1
C-EEU-HUN,Zone_4A Mixed Humid,urb,comm,sr21_std,1
C-EEU-HUN,Zone_4A Mixed Humid,urb,comm,sr22_low,1
C-EEU-HUN,Zone_4A Mixed Humid,urb,comm,sr31_std,1
C-EEU-HUN,Zone_4A Mixed Humid,urb,comm,sr32_low,1
C-EEU-HUN,Zone_5A Cool Humid,rur,comm,s1,1
C-EEU-HUN,Zone_5A Cool Humid,rur,comm,s2,1
C-EEU-HUN,Zone_5A Cool Humid,rur,comm,s3,1
C-EEU-HUN,Zone_5A Cool Humid,rur,comm,s51_std,1
C-EEU-HUN,Zone_5A Cool Humid,rur,comm,s52_low,1
C-EEU-HUN,Zone_5A Cool Humid,rur,comm,sr11_std,1
C-EEU-HUN,Zone_5A Cool Humid,rur,comm,sr12_low,1
C-EEU-HUN,Zone_5A Cool Humid,rur,comm,sr21_std,1
C-EEU-HUN,Zone_5A Cool Humid,rur,comm,sr22_low,1
C-EEU-HUN,Zone_5A Cool Humid,rur,comm,sr31_std,1
C-EEU-HUN,Zone_5A Cool Humid,rur,comm,sr32_low,1
C-EEU-HUN,Zone_5A Cool Humid,urb,comm,s1,1
C-EEU-HUN,Zone_5A Cool Humid,urb,comm,s2,1
C-EEU-HUN,Zone_5A Cool Humid,urb,comm,s3,1
C-EEU-HUN,Zone_5A Cool Humid,urb,comm,s51_std,1
C-EEU-HUN,Zone_5A Cool Humid,urb,comm,s52_low,1
C-EEU-HUN,Zone_5A Cool Humid,urb,comm,sr11_std,1
C-EEU-HUN,Zone_5A Cool Humid,urb,comm,sr12_low,1
C-EEU-HUN,Zone_5A Cool Humid,urb,comm,sr21_std,1
C-EEU-HUN,Zone_5A Cool Humid,urb,comm,sr22_low,1
C-EEU-HUN,Zone_5A Cool Humid,urb,comm,sr31_std,1
C-EEU-HUN,Zone_5A Cool Humid,urb,comm,sr32_low,1
C-EEU-LTU,Zone_6A Cold Humid,rur,comm,s1,1
C-EEU-LTU,Zone_6A Cold Humid,rur,comm,s2,1
C-EEU-LTU,Zone_6A Cold Humid,rur,comm,s3,1
C-EEU-LTU,Zone_6A Cold Humid,rur,comm,s51_std,1
C-EEU-LTU,Zone_6A Cold Humid,rur,comm,s52_low,1
C-EEU-LTU,Zone_6A Cold Humid,rur,comm,sr11_std,1
C-EEU-LTU,Zone_6A Cold Humid,rur,comm,sr12_low,1
C-EEU-LTU,Zone_6A Cold Humid,rur,comm,sr21_std,1
C-EEU-LTU,Zone_6A Cold Humid,rur,comm,sr22_low,1
C-EEU-LTU,Zone_6A Cold Humid,rur,comm,sr31_std,1
C-EEU-LTU,Zone_6A Cold Humid,rur,comm,sr32_low,1
C-EEU-LTU,Zone_6A Cold Humid,urb,comm,s1,1
C-EEU-LTU,Zone_6A Cold Humid,urb,comm,s2,1
C-EEU-LTU,Zone_6A Cold Humid,urb,comm,s3,1
C-EEU-LTU,Zone_6A Cold Humid,urb,comm,s51_std,1
C-EEU-LTU,Zone_6A Cold Humid,urb,comm,s52_low,1
C-EEU-LTU,Zone_6A Cold Humid,urb,comm,sr11_std,1
C-EEU-LTU,Zone_6A Cold Humid,urb,comm,sr12_low,1
C-EEU-LTU,Zone_6A Cold Humid,urb,comm,sr21_std,1
C-EEU-LTU,Zone_6A Cold Humid,urb,comm,sr22_low,1
C-EEU-LTU,Zone_6A Cold Humid,urb,comm,sr31_std,1
C-EEU-LTU,Zone_6A Cold Humid,urb,comm,sr32_low,1
C-EEU-LVA,Zone_6A Cold Humid,rur,comm,s1,1
C-EEU-LVA,Zone_6A Cold Humid,rur,comm,s2,1
C-EEU-LVA,Zone_6A Cold Humid,rur,comm,s3,1
C-EEU-LVA,Zone_6A Cold Humid,rur,comm,s51_std,1
C-EEU-LVA,Zone_6A Cold Humid,rur,comm,s52_low,1
C-EEU-LVA,Zone_6A Cold Humid,rur,comm,sr11_std,1
C-EEU-LVA,Zone_6A Cold Humid,rur,comm,sr12_low,1
C-EEU-LVA,Zone_6A Cold Humid,rur,comm,sr21_std,1
C-EEU-LVA,Zone_6A Cold Humid,rur,comm,sr22_low,1
C-EEU-LVA,Zone_6A Cold Humid,rur,comm,sr31_std,1
C-EEU-LVA,Zone_6A Cold Humid,rur,comm,sr32_low,1
C-EEU-LVA,Zone_6A Cold Humid,urb,comm,s1,1
C-EEU-LVA,Zone_6A Cold Humid,urb,comm,s2,1
C-EEU-LVA,Zone_6A Cold Humid,urb,comm,s3,1
C-EEU-LVA,Zone_6A Cold Humid,urb,comm,s51_std,1
C-EEU-LVA,Zone_6A Cold Humid,urb,comm,s52_low,1
C-EEU-LVA,Zone_6A Cold Humid,urb,comm,sr11_std,1
C-EEU-LVA,Zone_6A Cold Humid,urb,comm,sr12_low,1
C-EEU-LVA,Zone_6A Cold Humid,urb,comm,sr21_std,1
C-EEU-LVA,Zone_6A Cold Humid,urb,comm,sr22_low,1
C-EEU-LVA,Zone_6A Cold Humid,urb,comm,sr31_std,1
C-EEU-LVA,Zone_6A Cold Humid,urb,comm,sr32_low,1
C-EEU-POL,Zone_5A Cool Humid,rur,comm,s1,1
C-EEU-POL,Zone_5A Cool Humid,rur,comm,s2,1
C-EEU-POL,Zone_5A Cool Humid,rur,comm,s3,1
C-EEU-POL,Zone_5A Cool Humid,rur,comm,s51_std,1
C-EEU-POL,Zone_5A Cool Humid,rur,comm,s52_low,1
C-EEU-POL,Zone_5A Cool Humid,rur,comm,sr11_std,1
C-EEU-POL,Zone_5A Cool Humid,rur,comm,sr12_low,1
C-EEU-POL,Zone_5A Cool Humid,rur,comm,sr21_std,1
C-EEU-POL,Zone_5A Cool Humid,rur,comm,sr22_low,1
C-EEU-POL,Zone_5A Cool Humid,rur,comm,sr31_std,1
C-EEU-POL,Zone_5A Cool Humid,rur,comm,sr32_low,1
C-EEU-POL,Zone_5A Cool Humid,urb,comm,s1,1
C-EEU-POL,Zone_5A Cool Humid,urb,comm,s2,1
C-EEU-POL,Zone_5A Cool Humid,urb,comm,s3,1
C-EEU-POL,Zone_5A Cool Humid,urb,comm,s51_std,1
C-EEU-POL,Zone_5A Cool Humid,urb,comm,s52_low,1
C-EEU-POL,Zone_5A Cool Humid,urb,comm,sr11_std,1
C-EEU-POL,Zone_5A Cool Humid,urb,comm,sr12_low,1
C-EEU-POL,Zone_5A Cool Humid,urb,comm,sr21_std,1
C-EEU-POL,Zone_5A Cool Humid,urb,comm,sr22_low,1
C-EEU-POL,Zone_5A Cool Humid,urb,comm,sr31_std,1
C-EEU-POL,Zone_5A Cool Humid,urb,comm,sr32_low,1
C-EEU-ROU,Zone_4A Mixed Humid,rur,comm,s1,1
C-EEU-ROU,Zone_4A Mixed Humid,rur,comm,s2,1
C-EEU-ROU,Zone_4A Mixed Humid,rur,comm,s3,1
C-EEU-ROU,Zone_4A Mixed Humid,rur,comm,s51_std,1
C-EEU-ROU,Zone_4A Mixed Humid,rur,comm,s52_low,1
C-EEU-ROU,Zone_4A Mixed Humid,rur,comm,sr11_std,1
C-EEU-ROU,Zone_4A Mixed Humid,rur,comm,sr12_low,1
C-EEU-ROU,Zone_4A Mixed Humid,rur,comm,sr21_std,1
C-EEU-ROU,Zone_4A Mixed Humid,rur,comm,sr22_low,1
C-EEU-ROU,Zone_4A Mixed Humid,rur,comm,sr31_std,1
C-EEU-ROU,Zone_4A Mixed Humid,rur,comm,sr32_low,1
C-EEU-ROU,Zone_4A Mixed Humid,urb,comm,s1,1
C-EEU-ROU,Zone_4A Mixed Humid,urb,comm,s2,1
C-EEU-ROU,Zone_4A Mixed Humid,urb,comm,s3,1
C-EEU-ROU,Zone_4A Mixed Humid,urb,comm,s51_std,1
C-EEU-ROU,Zone_4A Mixed Humid,urb,comm,s52_low,1
C-EEU-ROU,Zone_4A Mixed Humid,urb,comm,sr11_std,1
C-EEU-ROU,Zone_4A Mixed Humid,urb,comm,sr12_low,1
C-EEU-ROU,Zone_4A Mixed Humid,urb,comm,sr21_std,1
C-EEU-ROU,Zone_4A Mixed Humid,urb,comm,sr22_low,1
C-EEU-ROU,Zone_4A Mixed Humid,urb,comm,sr31_std,1
C-EEU-ROU,Zone_4A Mixed Humid,urb,comm,sr32_low,1
C-EEU-ROU,Zone_5A Cool Humid,rur,comm,s1,1
C-EEU-ROU,Zone_5A Cool Humid,rur,comm,s2,1
C-EEU-ROU,Zone_5A Cool Humid,rur,comm,s3,1
C-EEU-ROU,Zone_5A Cool Humid,rur,comm,s51_std,1
C-EEU-ROU,Zone_5A Cool Humid,rur,comm,s52_low,1
C-EEU-ROU,Zone_5A Cool Humid,rur,comm,sr11_std,1
C-EEU-ROU,Zone_5A Cool Humid,rur,comm,sr12_low,1
C-EEU-ROU,Zone_5A Cool Humid,rur,comm,sr21_std,1
C-EEU-ROU,Zone_5A Cool Humid,rur,comm,sr22_low,1
C-EEU-ROU,Zone_5A Cool Humid,rur,comm,sr31_std,1
C-EEU-ROU,Zone_5A Cool Humid,rur,comm,sr32_low,1
C-EEU-ROU,Zone_5A Cool Humid,urb,comm,s1,1
C-EEU-ROU,Zone_5A Cool Humid,urb,comm,s2,1
C-EEU-ROU,Zone_5A Cool Humid,urb,comm,s3,1
C-EEU-ROU,Zone_5A Cool Humid,urb,comm,s51_std,1
C-EEU-ROU,Zone_5A Cool Humid,urb,comm,s52_low,1
C-EEU-ROU,Zone_5A Cool Humid,urb,comm,sr11_std,1
C-EEU-ROU,Zone_5A Cool Humid,urb,comm,sr12_low,1
C-EEU-ROU,Zone_5A Cool Humid,urb,comm,sr21_std,1
C-EEU-ROU,Zone_5A Cool Humid,urb,comm,sr22_low,1
C-EEU-ROU,Zone_5A Cool Humid,urb,comm,sr31_std,1
C-EEU-ROU,Zone_5A Cool Humid,urb,comm,sr32_low,1
C-EEU-ROU,Zone_6A Cold Humid,rur,comm,s1,1
C-EEU-ROU,Zone_6A Cold Humid,rur,comm,s2,1
C-EEU-ROU,Zone_6A Cold Humid,rur,comm,s3,1
C-EEU-ROU,Zone_6A Cold Humid,rur,comm,s51_std,1
C-EEU-ROU,Zone_6A Cold Humid,rur,comm,s52_low,1
C-EEU-ROU,Zone_6A Cold Humid,rur,comm,sr11_std,1
C-EEU-ROU,Zone_6A Cold Humid,rur,comm,sr12_low,1
C-EEU-ROU,Zone_6A Cold Humid,rur,comm,sr21_std,1
C-EEU-ROU,Zone_6A Cold Humid,rur,comm,sr22_low,1
C-EEU-ROU,Zone_6A Cold Humid,rur,comm,sr31_std,1
C-EEU-ROU,Zone_6A Cold Humid,rur,comm,sr32_low,1
C-EEU-ROU,Zone_6A Cold Humid,urb,comm,s1,1
C-EEU-ROU,Zone_6A Cold Humid,urb,comm,s2,1
C-EEU-ROU,Zone_6A Cold Humid,urb,comm,s3,1
C-EEU-ROU,Zone_6A Cold Humid,urb,comm,s51_std,1
C-EEU-ROU,Zone_6A Cold Humid,urb,comm,s52_low,1
C-EEU-ROU,Zone_6A Cold Humid,urb,comm,sr11_std,1
C-EEU-ROU,Zone_6A Cold Humid,urb,comm,sr12_low,1
C-EEU-ROU,Zone_6A Cold Humid,urb,comm,sr21_std,1
C-EEU-ROU,Zone_6A Cold Humid,urb,comm,sr22_low,1
C-EEU-ROU,Zone_6A Cold Humid,urb,comm,sr31_std,1
C-EEU-ROU,Zone_6A Cold Humid,urb,comm,sr32_low,1
C-EEU-SVK,Zone_5A Cool Humid,rur,comm,s1,1
C-EEU-SVK,Zone_5A Cool Humid,rur,comm,s2,1
C-EEU-SVK,Zone_5A Cool Humid,rur,comm,s3,1
C-EEU-SVK,Zone_5A Cool Humid,rur,comm,s51_std,1
C-EEU-SVK,Zone_5A Cool Humid,rur,comm,s52_low,1
C-EEU-SVK,Zone_5A Cool Humid,rur,comm,sr11_std,1
C-EEU-SVK,Zone_5A Cool Humid,rur,comm,sr12_low,1
C-EEU-SVK,Zone_5A Cool Humid,rur,comm,sr21_std,1
C-EEU-SVK,Zone_5A Cool Humid,rur,comm,sr22_low,1
C-EEU-SVK,Zone_5A Cool Humid,rur,comm,sr31_std,1
C-EEU-SVK,Zone_5A Cool Humid,rur,comm,sr32_low,1
C-EEU-SVK,Zone_5A Cool Humid,urb,comm,s1,1
C-EEU-SVK,Zone_5A Cool Humid,urb,comm,s2,1
C-EEU-SVK,Zone_5A Cool Humid,urb,comm,s3,1
C-EEU-SVK,Zone_5A Cool Humid,urb,comm,s51_std,1
C-EEU-SVK,Zone_5A Cool Humid,urb,comm,s52_low,1
C-EEU-SVK,Zone_5A Cool Humid,urb,comm,sr11_std,1
C-EEU-SVK,Zone_5A Cool Humid,urb,comm,sr12_low,1
C-EEU-SVK,Zone_5A Cool Humid,urb,comm,sr21_std,1
C-EEU-SVK,Zone_5A Cool Humid,urb,comm,sr22_low,1
C-EEU-SVK,Zone_5A Cool Humid,urb,comm,sr31_std,1
C-EEU-SVK,Zone_5A Cool Humid,urb,comm,sr32_low,1
C-EEU-SVK,Zone_6A Cold Humid,rur,comm,s1,1
C-EEU-SVK,Zone_6A Cold Humid,rur,comm,s2,1
C-EEU-SVK,Zone_6A Cold Humid,rur,comm,s3,1
C-EEU-SVK,Zone_6A Cold Humid,rur,comm,s51_std,1
C-EEU-SVK,Zone_6A Cold Humid,rur,comm,s52_low,1
C-EEU-SVK,Zone_6A Cold Humid,rur,comm,sr11_std,1
C-EEU-SVK,Zone_6A Cold Humid,rur,comm,sr12_low,1
C-EEU-SVK,Zone_6A Cold Humid,rur,comm,sr21_std,1
C-EEU-SVK,Zone_6A Cold Humid,rur,comm,sr22_low,1
C-EEU-SVK,Zone_6A Cold Humid,rur,comm,sr31_std,1
C-EEU-SVK,Zone_6A Cold Humid,rur,comm,sr32_low,1
C-EEU-SVK,Zone_6A Cold Humid,urb,comm,s1,1
C-EEU-SVK,Zone_6A Cold Humid,urb,comm,s2,1
C-EEU-SVK,Zone_6A Cold Humid,urb,comm,s3,1
C-EEU-SVK,Zone_6A Cold Humid,urb,comm,s51_std,1
C-EEU-SVK,Zone_6A Cold Humid,urb,comm,s52_low,1
C-EEU-SVK,Zone_6A Cold Humid,urb,comm,sr11_std,1
C-EEU-SVK,Zone_6A Cold Humid,urb,comm,sr12_low,1
C-EEU-SVK,Zone_6A Cold Humid,urb,comm,sr21_std,1
C-EEU-SVK,Zone_6A Cold Humid,urb,comm,sr22_low,1
C-EEU-SVK,Zone_6A Cold Humid,urb,comm,sr31_std,1
C-EEU-SVK,Zone_6A Cold Humid,urb,comm,sr32_low,1
C-EEU-SVN,Zone_5A Cool Humid,rur,comm,s1,1
C-EEU-SVN,Zone_5A Cool Humid,rur,comm,s2,1
C-EEU-SVN,Zone_5A Cool Humid,rur,comm,s3,1
C-EEU-SVN,Zone_5A Cool Humid,rur,comm,s51_std,1
C-EEU-SVN,Zone_5A Cool Humid,rur,comm,s52_low,1
C-EEU-SVN,Zone_5A Cool Humid,rur,comm,sr11_std,1
C-EEU-SVN,Zone_5A Cool Humid,rur,comm,sr12_low,1
C-EEU-SVN,Zone_5A Cool Humid,rur,comm,sr21_std,1
C-EEU-SVN,Zone_5A Cool Humid,rur,comm,sr22_low,1
C-EEU-SVN,Zone_5A Cool Humid,rur,comm,sr31_std,1
C-EEU-SVN,Zone_5A Cool Humid,rur,comm,sr32_low,1
C-EEU-SVN,Zone_5A Cool Humid,urb,comm,s1,1
C-EEU-SVN,Zone_5A Cool Humid,urb,comm,s2,1
C-EEU-SVN,Zone_5A Cool Humid,urb,comm,s3,1
C-EEU-SVN,Zone_5A Cool Humid,urb,comm,s51_std,1
C-EEU-SVN,Zone_5A Cool Humid,urb,comm,s52_low,1
C-EEU-SVN,Zone_5A Cool Humid,urb,comm,sr11_std,1
C-EEU-SVN,Zone_5A Cool Humid,urb,comm,sr12_low,1
C-EEU-SVN,Zone_5A Cool Humid,urb,comm,sr21_std,1
C-EEU-SVN,Zone_5A Cool Humid,urb,comm,sr22_low,1
C-EEU-SVN,Zone_5A Cool Humid,urb,comm,sr31_std,1
C-EEU-SVN,Zone_5A Cool Humid,urb,comm,sr32_low,1
C-WEU-AUT,Zone_4A Mixed Humid,rur,comm,s1,1
C-WEU-AUT,Zone_4A Mixed Humid,rur,comm,s2,1
C-WEU-AUT,Zone_4A Mixed Humid,rur,comm,s3,1
C-WEU-AUT,Zone_4A Mixed Humid,rur,comm,s51_std,1
C-WEU-AUT,Zone_4A Mixed Humid,rur,comm,s52_low,1
C-WEU-AUT,Zone_4A Mixed Humid,rur,comm,sr11_std,1
C-WEU-AUT,Zone_4A Mixed Humid,rur,comm,sr12_low,1
C-WEU-AUT,Zone_4A Mixed Humid,rur,comm,sr21_std,1
C-WEU-AUT,Zone_4A Mixed Humid,rur,comm,sr22_low,1
C-WEU-AUT,Zone_4A Mixed Humid,rur,comm,sr31_std,1
C-WEU-AUT,Zone_4A Mixed Humid,rur,comm,sr32_low,1
C-WEU-AUT,Zone_4A Mixed Humid,urb,comm,s1,1
C-WEU-AUT,Zone_4A Mixed Humid,urb,comm,s2,1
C-WEU-AUT,Zone_4A Mixed Humid,urb,comm,s3,1
C-WEU-AUT,Zone_4A Mixed Humid,urb,comm,s51_std,1
C-WEU-AUT,Zone_4A Mixed Humid,urb,comm,s52_low,1
C-WEU-AUT,Zone_4A Mixed Humid,urb,comm,sr11_std,1
C-WEU-AUT,Zone_4A Mixed Humid,urb,comm,sr12_low,1
C-WEU-AUT,Zone_4A Mixed Humid,urb,comm,sr21_std,1
C-WEU-AUT,Zone_4A Mixed Humid,urb,comm,sr22_low,1
C-WEU-AUT,Zone_4A Mixed Humid,urb,comm,sr31_std,1
C-WEU-AUT,Zone_4A Mixed Humid,urb,comm,sr32_low,1
C-WEU-AUT,Zone_5A Cool Humid,rur,comm,s1,1
C-WEU-AUT,Zone_5A Cool Humid,rur,comm,s2,1
C-WEU-AUT,Zone_5A Cool Humid,rur,comm,s3,1
C-WEU-AUT,Zone_5A Cool Humid,rur,comm,s51_std,1
C-WEU-AUT,Zone_5A Cool Humid,rur,comm,s52_low,1
C-WEU-AUT,Zone_5A Cool Humid,rur,comm,sr11_std,1
C-WEU-AUT,Zone_5A Cool Humid,rur,comm,sr12_low,1
C-WEU-AUT,Zone_5A Cool Humid,rur,comm,sr21_std,1
C-WEU-AUT,Zone_5A Cool Humid,rur,comm,sr22_low,1
C-WEU-AUT,Zone_5A Cool Humid,rur,comm,sr31_std,1
C-WEU-AUT,Zone_5A Cool Humid,rur,comm,sr32_low,1
C-WEU-AUT,Zone_5A Cool Humid,urb,comm,s1,1
C-WEU-AUT,Zone_5A Cool Humid,urb,comm,s2,1
C-WEU-AUT,Zone_5A Cool Humid,urb,comm,s3,1
C-WEU-AUT,Zone_5A Cool Humid,urb,comm,s51_std,1
C-WEU-AUT,Zone_5A Cool Humid,urb,comm,s52_low,1
C-WEU-AUT,Zone_5A Cool Humid,urb,comm,sr11_std,1
C-WEU-AUT,Zone_5A Cool Humid,urb,comm,sr12_low,1
C-WEU-AUT,Zone_5A Cool Humid,urb,comm,sr21_std,1
C-WEU-AUT,Zone_5A Cool Humid,urb,comm,sr22_low,1
C-WEU-AUT,Zone_5A Cool Humid,urb,comm,sr31_std,1
C-WEU-AUT,Zone_5A Cool Humid,urb,comm,sr32_low,1
C-WEU-AUT,Zone_6A Cold Humid,rur,comm,s1,1
C-WEU-AUT,Zone_6A Cold Humid,rur,comm,s2,1
C-WEU-AUT,Zone_6A Cold Humid,rur,comm,s3,1
C-WEU-AUT,Zone_6A Cold Humid,rur,comm,s51_std,1
C-WEU-AUT,Zone_6A Cold Humid,rur,comm,s52_low,1
C-WEU-AUT,Zone_6A Cold Humid,rur,comm,sr11_std,1
C-WEU-AUT,Zone_6A Cold Humid,rur,comm,sr12_low,1
C-WEU-AUT,Zone_6A Cold Humid,rur,comm,sr21_std,1
C-WEU-AUT,Zone_6A Cold Humid,rur,comm,sr22_low,1
C-WEU-AUT,Zone_6A Cold Humid,rur,comm,sr31_std,1
C-WEU-AUT,Zone_6A Cold Humid,rur,comm,sr32_low,1
C-WEU-AUT,Zone_6A Cold Humid,urb,comm,s1,1
