region_gea,eneff,fuel_heat,year,value
AFR,s52_low,biomass_solid,2075,8732.25381
AFR,s52_low,biomass_solid,2080,8732.25381
AFR,s52_low,biomass_solid,2085,8732.25381
AFR,s52_low,biomass_solid,2090,8732.25381
AFR,s52_low,biomass_solid,2095,8732.25381
AFR,s52_low,biomass_solid,2100,8732.25381
AFR,s52_low,electricity,2020,8806.4172
AFR,s52_low,electricity,2025,8586.25677
AFR,s52_low,electricity,2030,8366.09634
AFR,s52_low,electricity,2035,8145.93591
AFR,s52_low,electricity,2040,7925.77548
AFR,s52_low,electricity,2045,7705.61505
AFR,s52_low,electricity,2050,7485.45462
AFR,s52_low,electricity,2055,7485.45462
AFR,s52_low,electricity,2060,7485.45462
AFR,s52_low,electricity,2065,7485.45462
AFR,s52_low,electricity,2070,7485.45462
AFR,s52_low,electricity,2075,7485.45462
AFR,s52_low,electricity,2080,7485.45462
AFR,s52_low,electricity,2085,7485.45462
AFR,s52_low,electricity,2090,7485.45462
AFR,s52_low,electricity,2095,7485.45462
AFR,s52_low,electricity,2100,7485.45462
AFR,s52_low,gas,2020,6528.31977
AFR,s52_low,gas,2025,6528.31977
AFR,s52_low,gas,2030,6528.31977
AFR,s52_low,gas,2035,6528.31977
AFR,s52_low,gas,2040,6528.31977
AFR,s52_low,gas,2045,6528.31977
AFR,s52_low,gas,2050,6528.31977
AFR,s52_low,gas,2055,6528.31977
AFR,s52_low,gas,2060,6528.31977
AFR,s52_low,gas,2065,6528.31977
AFR,s52_low,gas,2070,6528.31977
AFR,s52_low,gas,2075,6528.31977
AFR,s52_low,gas,2080,6528.31977
AFR,s52_low,gas,2085,6528.31977
AFR,s52_low,gas,2090,6528.31977
AFR,s52_low,gas,2095,6528.31977
AFR,s52_low,gas,2100,6528.31977
AFR,s52_low,oil,2020,8548.59264
AFR,s52_low,oil,2025,8548.59264
AFR,s52_low,oil,2030,8548.59264
AFR,s52_low,oil,2035,8548.59264
AFR,s52_low,oil,2040,8548.59264
AFR,s52_low,oil,2045,8548.59264
AFR,s52_low,oil,2050,8548.59264
AFR,s52_low,oil,2055,8548.59264
AFR,s52_low,oil,2060,8548.59264
AFR,s52_low,oil,2065,8548.59264
AFR,s52_low,oil,2070,8548.59264
AFR,s52_low,oil,2075,8548.59264
AFR,s52_low,oil,2080,8548.59264
AFR,s52_low,oil,2085,8548.59264
AFR,s52_low,oil,2090,8548.59264
AFR,s52_low,oil,2095,8548.59264
AFR,s52_low,oil,2100,8548.59264
CPA,s51_std,biomass_solid,2020,8732.25381
CPA,s51_std,biomass_solid,2025,8732.25381
CPA,s51_std,biomass_solid,2030,8732.25381
CPA,s51_std,biomass_solid,2035,8732.25381
CPA,s51_std,biomass_solid,2040,8732.25381
CPA,s51_std,biomass_solid,2045,8732.25381
CPA,s51_std,biomass_solid,2050,8732.25381
CPA,s51_std,biomass_solid,2055,8732.25381
CPA,s51_std,biomass_solid,2060,8732.25381
CPA,s51_std,biomass_solid,2065,8732.25381
CPA,s51_std,biomass_solid,2070,8732.25381
CPA,s51_std,biomass_solid,2075,8732.25381
CPA,s51_std,biomass_solid,2080,8732.25381
CPA,s51_std,biomass_solid,2085,8732.25381
CPA,s51_std,biomass_solid,2090,8732.25381
CPA,s51_std,biomass_solid,2095,8732.25381
CPA,s51_std,biomass_solid,2100,8732.25381
CPA,s51_std,electricity,2020,8982.70086
CPA,s51_std,electricity,2025,8982.70086
CPA,s51_std,electricity,2030,8982.70086
CPA,s51_std,electricity,2035,8982.70086
CPA,s51_std,electricity,2040,8982.70086
CPA,s51_std,electricity,2045,8982.70086
CPA,s51_std,electricity,2050,8982.70086
CPA,s51_std,electricity,2055,8982.70086
CPA,s51_std,electricity,2060,8982.70086
CPA,s51_std,electricity,2065,8982.70086
CPA,s51_std,electricity,2070,8982.70086
CPA,s51_std,electricity,2075,8982.70086
CPA,s51_std,electricity,2080,8982.70086
CPA,s51_std,electricity,2085,8982.70086
CPA,s51_std,electricity,2090,8982.70086
CPA,s51_std,electricity,2095,8982.70086
CPA,s51_std,electricity,2100,8982.70086
CPA,s51_std,gas,2020,6528.31977
CPA,s51_std,gas,2025,6528.31977
CPA,s51_std,gas,2030,6528.31977
CPA,s51_std,gas,2035,6528.31977
CPA,s51_std,gas,2040,6528.31977
CPA,s51_std,gas,2045,6528.31977
CPA,s51_std,gas,2050,6528.31977
CPA,s51_std,gas,2055,6528.31977
CPA,s51_std,gas,2060,6528.31977
CPA,s51_std,gas,2065,6528.31977
CPA,s51_std,gas,2070,6528.31977
CPA,s51_std,gas,2075,6528.31977
CPA,s51_std,gas,2080,6528.31977
CPA,s51_std,gas,2085,6528.31977
CPA,s51_std,gas,2090,6528.31977
CPA,s51_std,gas,2095,6528.31977
CPA,s51_std,gas,2100,6528.31977
CPA,s51_std,oil,2020,8548.59264
CPA,s51_std,oil,2025,8548.59264
CPA,s51_std,oil,2030,8548.59264
CPA,s51_std,oil,2035,8548.59264
CPA,s51_std,oil,2040,8548.59264
CPA,s51_std,oil,2045,8548.59264
CPA,s51_std,oil,2050,8548.59264
CPA,s51_std,oil,2055,8548.59264
CPA,s51_std,oil,2060,8548.59264
CPA,s51_std,oil,2065,8548.59264
CPA,s51_std,oil,2070,8548.59264
CPA,s51_std,oil,2075,8548.59264
CPA,s51_std,oil,2080,8548.59264
CPA,s51_std,oil,2085,8548.59264
CPA,s51_std,oil,2090,8548.59264
CPA,s51_std,oil,2095,8548.59264
CPA,s51_std,oil,2100,8548.59264
CPA,s52_low,biomass_solid,2020,8732.25381
CPA,s52_low,biomass_solid,2025,8732.25381
CPA,s52_low,biomass_solid,2030,8732.25381
CPA,s52_low,biomass_solid,2035,8732.25381
CPA,s52_low,biomass_solid,2040,8732.25381
CPA,s52_low,biomass_solid,2045,8732.25381
CPA,s52_low,biomass_solid,2050,8732.25381
CPA,s52_low,biomass_solid,2055,8732.25381
CPA,s52_low,biomass_solid,2060,8732.25381
CPA,s52_low,biomass_solid,2065,8732.25381
CPA,s52_low,biomass_solid,2070,8732.25381
CPA,s52_low,biomass_solid,2075,8732.25381
CPA,s52_low,biomass_solid,2080,8732.25381
CPA,s52_low,biomass_solid,2085,8732.25381
CPA,s52_low,biomass_solid,2090,8732.25381
CPA,s52_low,biomass_solid,2095,8732.25381
CPA,s52_low,biomass_solid,2100,8732.25381
CPA,s52_low,electricity,2020,8806.4172
CPA,s52_low,electricity,2025,8586.25677
CPA,s52_low,electricity,2030,8366.09634
CPA,s52_low,electricity,2035,8145.93591
CPA,s52_low,electricity,2040,7925.77548
CPA,s52_low,electricity,2045,7705.61505
CPA,s52_low,electricity,2050,7485.45462
CPA,s52_low,electricity,2055,7485.45462
CPA,s52_low,electricity,2060,7485.45462
CPA,s52_low,electricity,2065,7485.45462
CPA,s52_low,electricity,2070,7485.45462
CPA,s52_low,electricity,2075,7485.45462
CPA,s52_low,electricity,2080,7485.45462
CPA,s52_low,electricity,2085,7485.45462
CPA,s52_low,electricity,2090,7485.45462
CPA,s52_low,electricity,2095,7485.45462
CPA,s52_low,electricity,2100,7485.45462
CPA,s52_low,gas,2020,6528.31977
CPA,s52_low,gas,2025,6528.31977
CPA,s52_low,gas,2030,6528.31977
CPA,s52_low,gas,2035,6528.31977
CPA,s52_low,gas,2040,6528.31977
CPA,s52_low,gas,2045,6528.31977
CPA,s52_low,gas,2050,6528.31977
CPA,s52_low,gas,2055,6528.31977
CPA,s52_low,gas,2060,6528.31977
CPA,s52_low,gas,2065,6528.31977
CPA,s52_low,gas,2070,6528.31977
CPA,s52_low,gas,2075,6528.31977
CPA,s52_low,gas,2080,6528.31977
CPA,s52_low,gas,2085,6528.31977
CPA,s52_low,gas,2090,6528.31977
CPA,s52_low,gas,2095,6528.31977
CPA,s52_low,gas,2100,6528.31977
CPA,s52_low,oil,2020,8548.59264
CPA,s52_low,oil,2025,8548.59264
CPA,s52_low,oil,2030,8548.59264
CPA,s52_low,oil,2035,8548.59264
CPA,s52_low,oil,2040,8548.59264
CPA,s52_low,oil,2045,8548.59264
CPA,s52_low,oil,2050,8548.59264
CPA,s52_low,oil,2055,8548.59264
CPA,s52_low,oil,2060,8548.59264
CPA,s52_low,oil,2065,8548.59264
CPA,s52_low,oil,2070,8548.59264
CPA,s52_low,oil,2075,8548.59264
CPA,s52_low,oil,2080,8548.59264
CPA,s52_low,oil,2085,8548.59264
CPA,s52_low,oil,2090,8548.59264
CPA,s52_low,oil,2095,8548.59264
CPA,s52_low,oil,2100,8548.59264
EEU,s51_std,biomass_solid,2020,8732.25381
EEU,s51_std,biomass_solid,2025,8732.25381
EEU,s51_std,biomass_solid,2030,8732.25381
EEU,s51_std,biomass_solid,2035,8732.25381
EEU,s51_std,biomass_solid,2040,8732.25381
EEU,s51_std,biomass_solid,2045,8732.25381
EEU,s51_std,biomass_solid,2050,8732.25381
EEU,s51_std,biomass_solid,2055,8732.25381
EEU,s51_std,biomass_solid,2060,8732.25381
EEU,s51_std,biomass_solid,2065,8732.25381
EEU,s51_std,biomass_solid,2070,8732.25381
EEU,s51_std,biomass_solid,2075,8732.25381
EEU,s51_std,biomass_solid,2080,8732.25381
EEU,s51_std,biomass_solid,2085,8732.25381
EEU,s51_std,biomass_solid,2090,8732.25381
EEU,s51_std,biomass_solid,2095,8732.25381
EEU,s51_std,biomass_solid,2100,8732.25381
EEU,s51_std,electricity,2020,8982.70086
EEU,s51_std,electricity,2025,8982.70086
EEU,s51_std,electricity,2030,8982.70086
EEU,s51_std,electricity,2035,8982.70086
EEU,s51_std,electricity,2040,8982.70086
EEU,s51_std,electricity,2045,8982.70086
EEU,s51_std,electricity,2050,8982.70086
EEU,s51_std,electricity,2055,8982.70086
EEU,s51_std,electricity,2060,8982.70086
EEU,s51_std,electricity,2065,8982.70086
EEU,s51_std,electricity,2070,8982.70086
EEU,s51_std,electricity,2075,8982.70086
EEU,s51_std,electricity,2080,8982.70086
EEU,s51_std,electricity,2085,8982.70086
EEU,s51_std,electricity,2090,8982.70086
EEU,s51_std,electricity,2095,8982.70086
EEU,s51_std,electricity,2100,8982.70086
EEU,s51_std,gas,2020,6528.31977
EEU,s51_std,gas,2025,6528.31977
EEU,s51_std,gas,2030,6528.31977
EEU,s51_std,gas,2035,6528.31977
EEU,s51_std,gas,2040,6528.31977
EEU,s51_std,gas,2045,6528.31977
EEU,s51_std,gas,2050,6528.31977
EEU,s51_std,gas,2055,6528.31977
EEU,s51_std,gas,2060,6528.31977
EEU,s51_std,gas,2065,6528.31977
EEU,s51_std,gas,2070,6528.31977
EEU,s51_std,gas,2075,6528.31977
EEU,s51_std,gas,2080,6528.31977
EEU,s51_std,gas,2085,6528.31977
EEU,s51_std,gas,2090,6528.31977
EEU,s51_std,gas,2095,6528.31977
EEU,s51_std,gas,2100,6528.31977
EEU,s51_std,oil,2020,8548.59264
EEU,s51_std,oil,2025,8548.59264
EEU,s51_std,oil,2030,8548.59264
EEU,s51_std,oil,2035,8548.59264
EEU,s51_std,oil,2040,8548.59264
EEU,s51_std,oil,2045,8548.59264
EEU,s51_std,oil,2050,8548.59264
EEU,s51_std,oil,2055,8548.59264
EEU,s51_std,oil,2060,8548.59264
EEU,s51_std,oil,2065,8548.59264
EEU,s51_std,oil,2070,8548.59264
EEU,s51_std,oil,2075,8548.59264
EEU,s51_std,oil,2080,8548.59264
EEU,s51_std,oil,2085,8548.59264
EEU,s51_std,oil,2090,8548.59264
EEU,s51_std,oil,2095,8548.59264
EEU,s51_std,oil,2100,8548.59264
EEU,s52_low,biomass_solid,2020,8732.25381
EEU,s52_low,biomass_solid,2025,8732.25381
EEU,s52_low,biomass_solid,2030,8732.25381
EEU,s52_low,biomass_solid,2035,8732.25381
EEU,s52_low,biomass_solid,2040,8732.25381
EEU,s52_low,biomass_solid,2045,8732.25381
EEU,s52_low,biomass_solid,2050,8732.25381
EEU,s52_low,biomass_solid,2055,8732.25381
EEU,s52_low,biomass_solid,2060,8732.25381
EEU,s52_low,biomass_solid,2065,8732.25381
EEU,s52_low,biomass_solid,2070,8732.25381
EEU,s52_low,biomass_solid,2075,8732.25381
EEU,s52_low,biomass_solid,2080,8732.25381
EEU,s52_low,biomass_solid,2085,8732.25381
EEU,s52_low,biomass_solid,2090,8732.25381
EEU,s52_low,biomass_solid,2095,8732.25381
EEU,s52_low,biomass_solid,2100,8732.25381
EEU,s52_low,electricity,2020,8806.4172
EEU,s52_low,electricity,2025,8586.25677
EEU,s52_low,electricity,2030,8366.09634
EEU,s52_low,electricity,2035,8145.93591
EEU,s52_low,electricity,2040,7925.77548
EEU,s52_low,electricity,2045,7705.61505
EEU,s52_low,electricity,2050,7485.45462
EEU,s52_low,electricity,2055,7485.45462
EEU,s52_low,electricity,2060,7485.45462
EEU,s52_low,electricity,2065,7485.45462
EEU,s52_low,electricity,2070,7485.45462
EEU,s52_low,electricity,2075,7485.45462
EEU,s52_low,electricity,2080,7485.45462
EEU,s52_low,electricity,2085,7485.45462
EEU,s52_low,electricity,2090,7485.45462
EEU,s52_low,electricity,2095,7485.45462
EEU,s52_low,electricity,2100,7485.45462
EEU,s52_low,gas,2020,6528.31977
EEU,s52_low,gas,2025,6528.31977
EEU,s52_low,gas,2030,6528.31977
EEU,s52_low,gas,2035,6528.31977
EEU,s52_low,gas,2040,6528.31977
EEU,s52_low,gas,2045,6528.31977
EEU,s52_low,gas,2050,6528.31977
EEU,s52_low,gas,2055,6528.31977
EEU,s52_low,gas,2060,6528.31977
EEU,s52_low,gas,2065,6528.31977
EEU,s52_low,gas,2070,6528.31977
EEU,s52_low,gas,2075,6528.31977
EEU,s52_low,gas,2080,6528.31977
EEU,s52_low,gas,2085,6528.31977
EEU,s52_low,gas,2090,6528.31977
EEU,s52_low,gas,2095,6528.31977
EEU,s52_low,gas,2100,6528.31977
EEU,s52_low,oil,2020,8548.59264
EEU,s52_low,oil,2025,8548.59264
EEU,s52_low,oil,2030,8548.59264
EEU,s52_low,oil,2035,8548.59264
EEU,s52_low,oil,2040,8548.59264
EEU,s52_low,oil,2045,8548.59264
EEU,s52_low,oil,2050,8548.59264
EEU,s52_low,oil,2055,8548.59264
EEU,s52_low,oil,2060,8548.59264
EEU,s52_low,oil,2065,8548.59264
EEU,s52_low,oil,2070,8548.59264
EEU,s52_low,oil,2075,8548.59264
EEU,s52_low,oil,2080,8548.59264
EEU,s52_low,oil,2085,8548.59264
EEU,s52_low,oil,2090,8548.59264
EEU,s52_low,oil,2095,8548.59264
EEU,s52_low,oil,2100,8548.59264
FSU,s51_std,biomass_solid,2020,8732.25381
FSU,s51_std,biomass_solid,2025,8732.25381
FSU,s51_std,biomass_solid,2030,8732.25381
FSU,s51_std,biomass_solid,2035,8732.25381
FSU,s51_std,biomass_solid,2040,8732.25381
FSU,s51_std,biomass_solid,2045,8732.25381
FSU,s51_std,biomass_solid,2050,8732.25381
FSU,s51_std,biomass_solid,2055,8732.25381
FSU,s51_std,biomass_solid,2060,8732.25381
FSU,s51_std,biomass_solid,2065,8732.25381
FSU,s51_std,biomass_solid,2070,8732.25381
FSU,s51_std,biomass_solid,2075,8732.25381
FSU,s51_std,biomass_solid,2080,8732.25381
FSU,s51_std,biomass_solid,2085,8732.25381
FSU,s51_std,biomass_solid,2090,8732.25381
FSU,s51_std,biomass_solid,2095,8732.25381
FSU,s51_std,biomass_solid,2100,8732.25381
FSU,s51_std,electricity,2020,8982.70086
FSU,s51_std,electricity,2025,8982.70086
FSU,s51_std,electricity,2030,8982.70086
FSU,s51_std,electricity,2035,8982.70086
FSU,s51_std,electricity,2040,8982.70086
FSU,s51_std,electricity,2045,8982.70086
FSU,s51_std,electricity,2050,8982.70086
FSU,s51_std,electricity,2055,8982.70086
FSU,s51_std,electricity,2060,8982.70086
FSU,s51_std,electricity,2065,8982.70086
FSU,s51_std,electricity,2070,8982.70086
FSU,s51_std,electricity,2075,8982.70086
FSU,s51_std,electricity,2080,8982.70086
FSU,s51_std,electricity,2085,8982.70086
FSU,s51_std,electricity,2090,8982.70086
FSU,s51_std,electricity,2095,8982.70086
FSU,s51_std,electricity,2100,8982.70086
FSU,s51_std,gas,2020,6528.31977
FSU,s51_std,gas,2025,6528.31977
FSU,s51_std,gas,2030,6528.31977
FSU,s51_std,gas,2035,6528.31977
FSU,s51_std,gas,2040,6528.31977
FSU,s51_std,gas,2045,6528.31977
FSU,s51_std,gas,2050,6528.31977
FSU,s51_std,gas,2055,6528.31977
FSU,s51_std,gas,2060,6528.31977
FSU,s51_std,gas,2065,6528.31977
FSU,s51_std,gas,2070,6528.31977
FSU,s51_std,gas,2075,6528.31977
FSU,s51_std,gas,2080,6528.31977
FSU,s51_std,gas,2085,6528.31977
FSU,s51_std,gas,2090,6528.31977
FSU,s51_std,gas,2095,6528.31977
FSU,s51_std,gas,2100,6528.31977
FSU,s51_std,oil,2020,8548.59264
FSU,s51_std,oil,2025,8548.59264
FSU,s51_std,oil,2030,8548.59264
FSU,s51_std,oil,2035,8548.59264
FSU,s51_std,oil,2040,8548.59264
FSU,s51_std,oil,2045,8548.59264
FSU,s51_std,oil,2050,8548.59264
FSU,s51_std,oil,2055,8548.59264
FSU,s51_std,oil,2060,8548.59264
FSU,s51_std,oil,2065,8548.59264
FSU,s51_std,oil,2070,8548.59264
FSU,s51_std,oil,2075,8548.59264
FSU,s51_std,oil,2080,8548.59264
FSU,s51_std,oil,2085,8548.59264
FSU,s51_std,oil,2090,8548.59264
FSU,s51_std,oil,2095,8548.59264
FSU,s51_std,oil,2100,8548.59264
FSU,s52_low,biomass_solid,2020,8732.25381
FSU,s52_low,biomass_solid,2025,8732.25381
FSU,s52_low,biomass_solid,2030,8732.25381
FSU,s52_low,biomass_solid,2035,8732.25381
FSU,s52_low,biomass_solid,2040,8732.25381
FSU,s52_low,biomass_solid,2045,8732.25381
FSU,s52_low,biomass_solid,2050,8732.25381
FSU,s52_low,biomass_solid,2055,8732.25381
FSU,s52_low,biomass_solid,2060,8732.25381
FSU,s52_low,biomass_solid,2065,8732.25381
FSU,s52_low,biomass_solid,2070,8732.25381
FSU,s52_low,biomass_solid,2075,8732.25381
FSU,s52_low,biomass_solid,2080,8732.25381
FSU,s52_low,biomass_solid,2085,8732.25381
FSU,s52_low,biomass_solid,2090,8732.25381
FSU,s52_low,biomass_solid,2095,8732.25381
FSU,s52_low,biomass_solid,2100,8732.25381
FSU,s52_low,electricity,2020,8806.4172
FSU,s52_low,electricity,2025,8586.25677
FSU,s52_low,electricity,2030,8366.09634
FSU,s52_low,electricity,2035,8145.93591
FSU,s52_low,electricity,2040,7925.77548
FSU,s52_low,electricity,2045,7705.61505
FSU,s52_low,electricity,2050,7485.45462
FSU,s52_low,electricity,2055,7485.45462
FSU,s52_low,electricity,2060,7485.45462
FSU,s52_low,electricity,2065,7485.45462
FSU,s52_low,electricity,2070,7485.45462
FSU,s52_low,electricity,2075,7485.45462
FSU,s52_low,electricity,2080,7485.45462
FSU,s52_low,electricity,2085,7485.45462
FSU,s52_low,electricity,2090,7485.45462
FSU,s52_low,electricity,2095,7485.45462
FSU,s52_low,electricity,2100,7485.45462
FSU,s52_low,gas,2020,6528.31977
FSU,s52_low,gas,2025,6528.31977
FSU,s52_low,gas,2030,6528.31977
FSU,s52_low,gas,2035,6528.31977
FSU,s52_low,gas,2040,6528.31977
FSU,s52_low,gas,2045,6528.31977
FSU,s52_low,gas,2050,6528.31977
FSU,s52_low,gas,2055,6528.31977
FSU,s52_low,gas,2060,6528.31977
FSU,s52_low,gas,2065,6528.31977
FSU,s52_low,gas,2070,6528.31977
FSU,s52_low,gas,2075,6528.31977
FSU,s52_low,gas,2080,6528.31977
FSU,s52_low,gas,2085,6528.31977
FSU,s52_low,gas,2090,6528.31977
FSU,s52_low,gas,2095,6528.31977
FSU,s52_low,gas,2100,6528.31977
FSU,s52_low,oil,2020,8548.59264
FSU,s52_low,oil,2025,8548.59264
FSU,s52_low,oil,2030,8548.59264
FSU,s52_low,oil,2035,8548.59264
FSU,s52_low,oil,2040,8548.59264
FSU,s52_low,oil,2045,8548.59264
FSU,s52_low,oil,2050,8548.59264
FSU,s52_low,oil,2055,8548.59264
FSU,s52_low,oil,2060,8548.59264
FSU,s52_low,oil,2065,8548.59264
FSU,s52_low,oil,2070,8548.59264
FSU,s52_low,oil,2075,8548.59264
FSU,s52_low,oil,2080,8548.59264
FSU,s52_low,oil,2085,8548.59264
FSU,s52_low,oil,2090,8548.59264
FSU,s52_low,oil,2095,8548.59264
FSU,s52_low,oil,2100,8548.59264
LAC,s51_std,biomass_solid,2020,8732.25381
LAC,s51_std,biomass_solid,2025,8732.25381
LAC,s51_std,biomass_solid,2030,8732.25381
LAC,s51_std,biomass_solid,2035,8732.25381
LAC,s51_std,biomass_solid,2040,8732.25381
LAC,s51_std,biomass_solid,2045,8732.25381
LAC,s51_std,biomass_solid,2050,8732.25381
LAC,s51_std,biomass_solid,2055,8732.25381
LAC,s51_std,biomass_solid,2060,8732.25381
LAC,s51_std,biomass_solid,2065,8732.25381
LAC,s51_std,biomass_solid,2070,8732.25381
LAC,s51_std,biomass_solid,2075,8732.25381
LAC,s51_std,biomass_solid,2080,8732.25381
LAC,s51_std,biomass_solid,2085,8732.25381
LAC,s51_std,biomass_solid,2090,8732.25381
LAC,s51_std,biomass_solid,2095,8732.25381
LAC,s51_std,biomass_solid,2100,8732.25381
LAC,s51_std,electricity,2020,8982.70086
LAC,s51_std,electricity,2025,8982.70086
LAC,s51_std,electricity,2030,8982.70086
LAC,s51_std,electricity,2035,8982.70086
LAC,s51_std,electricity,2040,8982.70086
LAC,s51_std,electricity,2045,8982.70086
LAC,s51_std,electricity,2050,8982.70086
LAC,s51_std,electricity,2055,8982.70086
LAC,s51_std,electricity,2060,8982.70086
LAC,s51_std,electricity,2065,8982.70086
LAC,s51_std,electricity,2070,8982.70086
LAC,s51_std,electricity,2075,8982.70086
LAC,s51_std,electricity,2080,8982.70086
LAC,s51_std,electricity,2085,8982.70086
LAC,s51_std,electricity,2090,8982.70086
LAC,s51_std,electricity,2095,8982.70086
LAC,s51_std,electricity,2100,8982.70086
LAC,s51_std,gas,2020,6528.31977
LAC,s51_std,gas,2025,6528.31977
LAC,s51_std,gas,2030,6528.31977
LAC,s51_std,gas,2035,6528.31977
LAC,s51_std,gas,2040,6528.31977
LAC,s51_std,gas,2045,6528.31977
LAC,s51_std,gas,2050,6528.31977
LAC,s51_std,gas,2055,6528.31977
LAC,s51_std,gas,2060,6528.31977
LAC,s51_std,gas,2065,6528.31977
LAC,s51_std,gas,2070,6528.31977
LAC,s51_std,gas,2075,6528.31977
LAC,s51_std,gas,2080,6528.31977
LAC,s51_std,gas,2085,6528.31977
LAC,s51_std,gas,2090,6528.31977
LAC,s51_std,gas,2095,6528.31977
LAC,s51_std,gas,2100,6528.31977
LAC,s51_std,oil,2020,8548.59264
LAC,s51_std,oil,2025,8548.59264
LAC,s51_std,oil,2030,8548.59264
LAC,s51_std,oil,2035,8548.59264
LAC,s51_std,oil,2040,8548.59264
LAC,s51_std,oil,2045,8548.59264
LAC,s51_std,oil,2050,8548.59264
LAC,s51_std,oil,2055,8548.59264
LAC,s51_std,oil,2060,8548.59264
LAC,s51_std,oil,2065,8548.59264
LAC,s51_std,oil,2070,8548.59264
LAC,s51_std,oil,2075,8548.59264
LAC,s51_std,oil,2080,8548.59264
LAC,s51_std,oil,2085,8548.59264
LAC,s51_std,oil,2090,8548.59264
LAC,s51_std,oil,2095,8548.59264
LAC,s51_std,oil,2100,8548.59264
LAC,s52_low,biomass_solid,2020,8732.25381
LAC,s52_low,biomass_solid,2025,8732.25381
LAC,s52_low,biomass_solid,2030,8732.25381
LAC,s52_low,biomass_solid,2035,8732.25381
LAC,s52_low,biomass_solid,2040,8732.25381
LAC,s52_low,biomass_solid,2045,8732.25381
LAC,s52_low,biomass_solid,2050,8732.25381
LAC,s52_low,biomass_solid,2055,8732.25381
LAC,s52_low,biomass_solid,2060,8732.25381
LAC,s52_low,biomass_solid,2065,8732.25381
LAC,s52_low,biomass_solid,2070,8732.25381
LAC,s52_low,biomass_solid,2075,8732.25381
LAC,s52_low,biomass_solid,2080,8732.25381
