region_bld,urt,clim,year,value
C-EEU-BGR,rur,Zone_4A Mixed Humid,2020,0.9306444593869521
C-EEU-BGR,rur,Zone_4A Mixed Humid,2025,0.6871935632161985
C-EEU-BGR,rur,Zone_4A Mixed Humid,2030,0.5226916111643007
C-EEU-BGR,rur,Zone_4A Mixed Humid,2035,0.4034474682582275
C-EEU-BGR,rur,Zone_4A Mixed Humid,2040,0.31500876067762706
C-EEU-BGR,rur,Zone_4A Mixed Humid,2045,0.24866265569773638
C-EEU-BGR,rur,Zone_4A Mixed Humid,2050,0.19811684502272037
C-EEU-BGR,rur,Zone_4A Mixed Humid,2055,0.15889201673448805
C-EEU-BGR,rur,Zone_4A Mixed Humid,2060,0.12797232626112187
C-EEU-BGR,rur,Zone_4A Mixed Humid,2065,0.10338537296374814
C-EEU-BGR,rur,Zone_4A Mixed Humid,2070,0.08372967243384981
C-EEU-BGR,rur,Zone_4A Mixed Humid,2075,0.0679340957167763
C-EEU-BGR,rur,Zone_4A Mixed Humid,2080,0.055294671619292156
C-EEU-BGR,rur,Zone_4A Mixed Humid,2085,0.04519291792868719
C-EEU-BGR,rur,Zone_4A Mixed Humid,2090,0.037070295110199665
C-EEU-BGR,rur,Zone_4A Mixed Humid,2095,0.030480868111345507
C-EEU-BGR,rur,Zone_4A Mixed Humid,2100,0.02506202220386747
C-EEU-BGR,rur,Zone_5A Cool Humid,2020,0.45550173116305004
C-EEU-BGR,rur,Zone_5A Cool Humid,2025,0.3363452654038031
C-EEU-BGR,rur,Zone_5A Cool Humid,2030,0.2558301737556993
C-EEU-BGR,rur,Zone_5A Cool Humid,2035,0.19746640983177258
C-EEU-BGR,rur,Zone_5A Cool Humid,2040,0.1541802934223731
C-EEU-BGR,rur,Zone_5A Cool Humid,2045,0.12170734914226301
C-EEU-BGR,rur,Zone_5A Cool Humid,2050,0.09696782156727903
C-EEU-BGR,rur,Zone_5A Cool Humid,2055,0.0777693220655114
C-EEU-BGR,rur,Zone_5A Cool Humid,2060,0.0626357526388782
C-EEU-BGR,rur,Zone_5A Cool Humid,2065,0.05060172645625177
C-EEU-BGR,rur,Zone_5A Cool Humid,2070,0.04098129028614987
C-EEU-BGR,rur,Zone_5A Cool Humid,2075,0.03325018259322352
C-EEU-BGR,rur,Zone_5A Cool Humid,2080,0.027063846340708225
C-EEU-BGR,rur,Zone_5A Cool Humid,2085,0.022119566871313036
C-EEU-BGR,rur,Zone_5A Cool Humid,2090,0.018143968329800423
C-EEU-BGR,rur,Zone_5A Cool Humid,2095,0.014918788858654376
C-EEU-BGR,rur,Zone_5A Cool Humid,2100,0.012266547536132556
C-EEU-BGR,urb,Zone_4A Mixed Humid,2020,4.0215920320956995
C-EEU-BGR,urb,Zone_4A Mixed Humid,2025,4.0268272691597256
C-EEU-BGR,urb,Zone_4A Mixed Humid,2030,4.003743142757639
C-EEU-BGR,urb,Zone_4A Mixed Humid,2035,3.9341037261209513
C-EEU-BGR,urb,Zone_4A Mixed Humid,2040,3.834212154893009
C-EEU-BGR,urb,Zone_4A Mixed Humid,2045,3.7212875461462604
C-EEU-BGR,urb,Zone_4A Mixed Humid,2050,3.6030617819459843
C-EEU-BGR,urb,Zone_4A Mixed Humid,2055,3.479622445434828
C-EEU-BGR,urb,Zone_4A Mixed Humid,2060,3.3498595430820757
C-EEU-BGR,urb,Zone_4A Mixed Humid,2065,3.214807927158497
C-EEU-BGR,urb,Zone_4A Mixed Humid,2070,3.0766349942320894
