region_gea,mat,arch,bld_age,year,parameter,value
AFR,perm,comm,p2,2075,shape,1.97
AFR,perm,comm,p2,2080,scale,67.34
AFR,perm,comm,p2,2080,shape,1.97
AFR,perm,comm,p2,2085,scale,67.34
AFR,perm,comm,p2,2085,shape,1.97
AFR,perm,comm,p2,2090,scale,67.34
AFR,perm,comm,p2,2090,shape,1.97
AFR,perm,comm,p2,2095,scale,67.34
AFR,perm,comm,p2,2095,shape,1.97
AFR,perm,comm,p2,2100,scale,67.34
AFR,perm,comm,p2,2100,shape,1.97
AFR,perm,comm,p3,2020,scale,67.34
AFR,perm,comm,p3,2020,shape,1.97
AFR,perm,comm,p3,2025,scale,67.34
AFR,perm,comm,p3,2025,shape,1.97
AFR,perm,comm,p3,2030,scale,67.34
AFR,perm,comm,p3,2030,shape,1.97
AFR,perm,comm,p3,2035,scale,67.34
AFR,perm,comm,p3,2035,shape,1.97
AFR,perm,comm,p3,2040,scale,67.34
AFR,perm,comm,p3,2040,shape,1.97
AFR,perm,comm,p3,2045,scale,67.34
AFR,perm,comm,p3,2045,shape,1.97
AFR,perm,comm,p3,2050,scale,67.34
AFR,perm,comm,p3,2050,shape,1.97
AFR,perm,comm,p3,2055,scale,67.34
AFR,perm,comm,p3,2055,shape,1.97
AFR,perm,comm,p3,2060,scale,67.34
AFR,perm,comm,p3,2060,shape,1.97
AFR,perm,comm,p3,2065,scale,67.34
AFR,perm,comm,p3,2065,shape,1.97
AFR,perm,comm,p3,2070,scale,67.34
AFR,perm,comm,p3,2070,shape,1.97
AFR,perm,comm,p3,2075,scale,67.34
AFR,perm,comm,p3,2075,shape,1.97
AFR,perm,comm,p3,2080,scale,67.34
AFR,perm,comm,p3,2080,shape,1.97
AFR,perm,comm,p3,2085,scale,67.34
AFR,perm,comm,p3,2085,shape,1.97
AFR,perm,comm,p3,2090,scale,67.34
AFR,perm,comm,p3,2090,shape,1.97
AFR,perm,comm,p3,2095,scale,67.34
AFR,perm,comm,p3,2095,shape,1.97
AFR,perm,comm,p3,2100,scale,67.34
AFR,perm,comm,p3,2100,shape,1.97
AFR,perm,comm,p5,2020,scale,67.34
AFR,perm,comm,p5,2020,shape,1.97
AFR,perm,comm,p5,2025,scale,67.34
AFR,perm,comm,p5,2025,shape,1.97
AFR,perm,comm,p5,2030,scale,67.34
AFR,perm,comm,p5,2030,shape,1.97
AFR,perm,comm,p5,2035,scale,67.34
AFR,perm,comm,p5,2035,shape,1.97
AFR,perm,comm,p5,2040,scale,67.34
AFR,perm,comm,p5,2040,shape,1.97
AFR,perm,comm,p5,2045,scale,67.34
AFR,perm,comm,p5,2045,shape,1.97
AFR,perm,comm,p5,2050,scale,67.34
AFR,perm,comm,p5,2050,shape,1.97
AFR,perm,comm,p5,2055,scale,67.34
AFR,perm,comm,p5,2055,shape,1.97
AFR,perm,comm,p5,2060,scale,67.34
AFR,perm,comm,p5,2060,shape,1.97
AFR,perm,comm,p5,2065,scale,67.34
AFR,perm,comm,p5,2065,shape,1.97
AFR,perm,comm,p5,2070,scale,67.34
AFR,perm,comm,p5,2070,shape,1.97
AFR,perm,comm,p5,2075,scale,67.34
AFR,perm,comm,p5,2075,shape,1.97
AFR,perm,comm,p5,2080,scale,67.34
AFR,perm,comm,p5,2080,shape,1.97
AFR,perm,comm,p5,2085,scale,67.34
AFR,perm,comm,p5,2085,shape,1.97
AFR,perm,comm,p5,2090,scale,67.34
AFR,perm,comm,p5,2090,shape,1.97
AFR,perm,comm,p5,2095,scale,67.34
AFR,perm,comm,p5,2095,shape,1.97
AFR,perm,comm,p5,2100,scale,67.34
AFR,perm,comm,p5,2100,shape,1.97
CPA,perm,comm,p1,2020,scale,31.03
CPA,perm,comm,p1,2020,shape,2
CPA,perm,comm,p1,2025,scale,31.03
CPA,perm,comm,p1,2025,shape,2
CPA,perm,comm,p1,2030,scale,31.03
CPA,perm,comm,p1,2030,shape,2
CPA,perm,comm,p1,2035,scale,31.03
CPA,perm,comm,p1,2035,shape,2
CPA,perm,comm,p1,2040,scale,31.03
CPA,perm,comm,p1,2040,shape,2
CPA,perm,comm,p1,2045,scale,31.03
CPA,perm,comm,p1,2045,shape,2
CPA,perm,comm,p1,2050,scale,31.03
CPA,perm,comm,p1,2050,shape,2
CPA,perm,comm,p1,2055,scale,31.03
CPA,perm,comm,p1,2055,shape,2
CPA,perm,comm,p1,2060,scale,31.03
CPA,perm,comm,p1,2060,shape,2
CPA,perm,comm,p1,2065,scale,31.03
CPA,perm,comm,p1,2065,shape,2
CPA,perm,comm,p1,2070,scale,31.03
CPA,perm,comm,p1,2070,shape,2
CPA,perm,comm,p1,2075,scale,31.03
CPA,perm,comm,p1,2075,shape,2
CPA,perm,comm,p1,2080,scale,31.03
CPA,perm,comm,p1,2080,shape,2
CPA,perm,comm,p1,2085,scale,31.03
CPA,perm,comm,p1,2085,shape,2
CPA,perm,comm,p1,2090,scale,31.03
CPA,perm,comm,p1,2090,shape,2
CPA,perm,comm,p1,2095,scale,31.03
CPA,perm,comm,p1,2095,shape,2
CPA,perm,comm,p1,2100,scale,31.03
CPA,perm,comm,p1,2100,shape,2
CPA,perm,comm,p2,2020,scale,31.03
CPA,perm,comm,p2,2020,shape,2
CPA,perm,comm,p2,2025,scale,31.03
CPA,perm,comm,p2,2025,shape,2
CPA,perm,comm,p2,2030,scale,31.03
CPA,perm,comm,p2,2030,shape,2
CPA,perm,comm,p2,2035,scale,31.03
CPA,perm,comm,p2,2035,shape,2
CPA,perm,comm,p2,2040,scale,31.03
CPA,perm,comm,p2,2040,shape,2
CPA,perm,comm,p2,2045,scale,31.03
CPA,perm,comm,p2,2045,shape,2
CPA,perm,comm,p2,2050,scale,31.03
CPA,perm,comm,p2,2050,shape,2
CPA,perm,comm,p2,2055,scale,31.03
CPA,perm,comm,p2,2055,shape,2
CPA,perm,comm,p2,2060,scale,31.03
CPA,perm,comm,p2,2060,shape,2
CPA,perm,comm,p2,2065,scale,31.03
CPA,perm,comm,p2,2065,shape,2
CPA,perm,comm,p2,2070,scale,31.03
CPA,perm,comm,p2,2070,shape,2
CPA,perm,comm,p2,2075,scale,31.03
CPA,perm,comm,p2,2075,shape,2
CPA,perm,comm,p2,2080,scale,31.03
CPA,perm,comm,p2,2080,shape,2
CPA,perm,comm,p2,2085,scale,31.03
CPA,perm,comm,p2,2085,shape,2
CPA,perm,comm,p2,2090,scale,31.03
CPA,perm,comm,p2,2090,shape,2
CPA,perm,comm,p2,2095,scale,31.03
CPA,perm,comm,p2,2095,shape,2
CPA,perm,comm,p2,2100,scale,31.03
CPA,perm,comm,p2,2100,shape,2
CPA,perm,comm,p3,2020,scale,31.03
CPA,perm,comm,p3,2020,shape,2
CPA,perm,comm,p3,2025,scale,31.03
CPA,perm,comm,p3,2025,shape,2
CPA,perm,comm,p3,2030,scale,31.03
CPA,perm,comm,p3,2030,shape,2
CPA,perm,comm,p3,2035,scale,31.03
CPA,perm,comm,p3,2035,shape,2
CPA,perm,comm,p3,2040,scale,31.03
CPA,perm,comm,p3,2040,shape,2
CPA,perm,comm,p3,2045,scale,31.03
CPA,perm,comm,p3,2045,shape,2
CPA,perm,comm,p3,2050,scale,31.03
CPA,perm,comm,p3,2050,shape,2
CPA,perm,comm,p3,2055,scale,31.03
CPA,perm,comm,p3,2055,shape,2
CPA,perm,comm,p3,2060,scale,31.03
CPA,perm,comm,p3,2060,shape,2
CPA,perm,comm,p3,2065,scale,31.03
CPA,perm,comm,p3,2065,shape,2
CPA,perm,comm,p3,2070,scale,31.03
CPA,perm,comm,p3,2070,shape,2
CPA,perm,comm,p3,2075,scale,31.03
CPA,perm,comm,p3,2075,shape,2
CPA,perm,comm,p3,2080,scale,31.03
CPA,perm,comm,p3,2080,shape,2
CPA,perm,comm,p3,2085,scale,31.03
CPA,perm,comm,p3,2085,shape,2
CPA,perm,comm,p3,2090,scale,31.03
CPA,perm,comm,p3,2090,shape,2
CPA,perm,comm,p3,2095,scale,31.03
CPA,perm,comm,p3,2095,shape,2
CPA,perm,comm,p3,2100,scale,31.03
CPA,perm,comm,p3,2100,shape,2
CPA,perm,comm,p5,2020,scale,31.03
CPA,perm,comm,p5,2020,shape,2
CPA,perm,comm,p5,2025,scale,31.03
CPA,perm,comm,p5,2025,shape,2
CPA,perm,comm,p5,2030,scale,31.03
CPA,perm,comm,p5,2030,shape,2
CPA,perm,comm,p5,2035,scale,31.03
CPA,perm,comm,p5,2035,shape,2
CPA,perm,comm,p5,2040,scale,31.03
CPA,perm,comm,p5,2040,shape,2
CPA,perm,comm,p5,2045,scale,31.03
CPA,perm,comm,p5,2045,shape,2
CPA,perm,comm,p5,2050,scale,31.03
CPA,perm,comm,p5,2050,shape,2
CPA,perm,comm,p5,2055,scale,31.03
CPA,perm,comm,p5,2055,shape,2
CPA,perm,comm,p5,2060,scale,31.03
CPA,perm,comm,p5,2060,shape,2
CPA,perm,comm,p5,2065,scale,31.03
CPA,perm,comm,p5,2065,shape,2
CPA,perm,comm,p5,2070,scale,31.03
CPA,perm,comm,p5,2070,shape,2
CPA,perm,comm,p5,2075,scale,31.03
CPA,perm,comm,p5,2075,shape,2
CPA,perm,comm,p5,2080,scale,31.03
CPA,perm,comm,p5,2080,shape,2
CPA,perm,comm,p5,2085,scale,31.03
CPA,perm,comm,p5,2085,shape,2
CPA,perm,comm,p5,2090,scale,31.03
CPA,perm,comm,p5,2090,shape,2
CPA,perm,comm,p5,2095,scale,31.03
CPA,perm,comm,p5,2095,shape,2
CPA,perm,comm,p5,2100,scale,31.03
CPA,perm,comm,p5,2100,shape,2
EEU,perm,comm,p1,2020,scale,150
EEU,perm,comm,p1,2020,shape,2.5
EEU,perm,comm,p1,2025,scale,150
EEU,perm,comm,p1,2025,shape,2.5
EEU,perm,comm,p1,2030,scale,150
EEU,perm,comm,p1,2030,shape,2.5
EEU,perm,comm,p1,2035,scale,150
EEU,perm,comm,p1,2035,shape,2.5
EEU,perm,comm,p1,2040,scale,150
EEU,perm,comm,p1,2040,shape,2.5
EEU,perm,comm,p1,2045,scale,150
EEU,perm,comm,p1,2045,shape,2.5
EEU,perm,comm,p1,2050,scale,150
EEU,perm,comm,p1,2050,shape,2.5
EEU,perm,comm,p1,2055,scale,150
EEU,perm,comm,p1,2055,shape,2.5
EEU,perm,comm,p1,2060,scale,150
EEU,perm,comm,p1,2060,shape,2.5
EEU,perm,comm,p1,2065,scale,150
EEU,perm,comm,p1,2065,shape,2.5
EEU,perm,comm,p1,2070,scale,150
EEU,perm,comm,p1,2070,shape,2.5
EEU,perm,comm,p1,2075,scale,150
EEU,perm,comm,p1,2075,shape,2.5
EEU,perm,comm,p1,2080,scale,150
EEU,perm,comm,p1,2080,shape,2.5
EEU,perm,comm,p1,2085,scale,150
EEU,perm,comm,p1,2085,shape,2.5
EEU,perm,comm,p1,2090,scale,150
EEU,perm,comm,p1,2090,shape,2.5
EEU,perm,comm,p1,2095,scale,150
EEU,perm,comm,p1,2095,shape,2.5
EEU,perm,comm,p1,2100,scale,150
EEU,perm,comm,p1,2100,shape,2.5
EEU,perm,comm,p2,2020,scale,53.6
EEU,perm,comm,p2,2020,shape,2.5
EEU,perm,comm,p2,2025,scale,53.6
EEU,perm,comm,p2,2025,shape,2.5
EEU,perm,comm,p2,2030,scale,53.6
EEU,perm,comm,p2,2030,shape,2.5
EEU,perm,comm,p2,2035,scale,53.6
EEU,perm,comm,p2,2035,shape,2.5
EEU,perm,comm,p2,2040,scale,53.6
EEU,perm,comm,p2,2040,shape,2.5
EEU,perm,comm,p2,2045,scale,53.6
EEU,perm,comm,p2,2045,shape,2.5
EEU,perm,comm,p2,2050,scale,53.6
EEU,perm,comm,p2,2050,shape,2.5
EEU,perm,comm,p2,2055,scale,53.6
EEU,perm,comm,p2,2055,shape,2.5
EEU,perm,comm,p2,2060,scale,53.6
EEU,perm,comm,p2,2060,shape,2.5
EEU,perm,comm,p2,2065,scale,53.6
EEU,perm,comm,p2,2065,shape,2.5
EEU,perm,comm,p2,2070,scale,53.6
EEU,perm,comm,p2,2070,shape,2.5
EEU,perm,comm,p2,2075,scale,53.6
EEU,perm,comm,p2,2075,shape,2.5
EEU,perm,comm,p2,2080,scale,53.6
EEU,perm,comm,p2,2080,shape,2.5
EEU,perm,comm,p2,2085,scale,53.6
EEU,perm,comm,p2,2085,shape,2.5
EEU,perm,comm,p2,2090,scale,53.6
EEU,perm,comm,p2,2090,shape,2.5
EEU,perm,comm,p2,2095,scale,53.6
EEU,perm,comm,p2,2095,shape,2.5
EEU,perm,comm,p2,2100,scale,53.6
EEU,perm,comm,p2,2100,shape,2.5
EEU,perm,comm,p3,2020,scale,53.6
EEU,perm,comm,p3,2020,shape,2.5
EEU,perm,comm,p3,2025,scale,53.6
EEU,perm,comm,p3,2025,shape,2.5
EEU,perm,comm,p3,2030,scale,53.6
EEU,perm,comm,p3,2030,shape,2.5
EEU,perm,comm,p3,2035,scale,53.6
EEU,perm,comm,p3,2035,shape,2.5
EEU,perm,comm,p3,2040,scale,53.6
EEU,perm,comm,p3,2040,shape,2.5
EEU,perm,comm,p3,2045,scale,53.6
EEU,perm,comm,p3,2045,shape,2.5
EEU,perm,comm,p3,2050,scale,53.6
EEU,perm,comm,p3,2050,shape,2.5
EEU,perm,comm,p3,2055,scale,53.6
EEU,perm,comm,p3,2055,shape,2.5
EEU,perm,comm,p3,2060,scale,53.6
EEU,perm,comm,p3,2060,shape,2.5
EEU,perm,comm,p3,2065,scale,53.6
EEU,perm,comm,p3,2065,shape,2.5
EEU,perm,comm,p3,2070,scale,53.6
EEU,perm,comm,p3,2070,shape,2.5
EEU,perm,comm,p3,2075,scale,53.6
EEU,perm,comm,p3,2075,shape,2.5
EEU,perm,comm,p3,2080,scale,53.6
EEU,perm,comm,p3,2080,shape,2.5
EEU,perm,comm,p3,2085,scale,53.6
EEU,perm,comm,p3,2085,shape,2.5
EEU,perm,comm,p3,2090,scale,53.6
EEU,perm,comm,p3,2090,shape,2.5
EEU,perm,comm,p3,2095,scale,53.6
EEU,perm,comm,p3,2095,shape,2.5
EEU,perm,comm,p3,2100,scale,53.6
EEU,perm,comm,p3,2100,shape,2.5
EEU,perm,comm,p5,2020,scale,53.6
EEU,perm,comm,p5,2020,shape,2.5
EEU,perm,comm,p5,2025,scale,53.6
EEU,perm,comm,p5,2025,shape,2.5
EEU,perm,comm,p5,2030,scale,53.6
EEU,perm,comm,p5,2030,shape,2.5
EEU,perm,comm,p5,2035,scale,53.6
EEU,perm,comm,p5,2035,shape,2.5
EEU,perm,comm,p5,2040,scale,53.6
EEU,perm,comm,p5,2040,shape,2.5
EEU,perm,comm,p5,2045,scale,53.6
EEU,perm,comm,p5,2045,shape,2.5
EEU,perm,comm,p5,2050,scale,53.6
EEU,perm,comm,p5,2050,shape,2.5
EEU,perm,comm,p5,2055,scale,53.6
EEU,perm,comm,p5,2055,shape,2.5
EEU,perm,comm,p5,2060,scale,53.6
EEU,perm,comm,p5,2060,shape,2.5
EEU,perm,comm,p5,2065,scale,53.6
EEU,perm,comm,p5,2065,shape,2.5
EEU,perm,comm,p5,2070,scale,53.6
EEU,perm,comm,p5,2070,shape,2.5
EEU,perm,comm,p5,2075,scale,53.6
EEU,perm,comm,p5,2075,shape,2.5
EEU,perm,comm,p5,2080,scale,53.6
EEU,perm,comm,p5,2080,shape,2.5
EEU,perm,comm,p5,2085,scale,53.6
EEU,perm,comm,p5,2085,shape,2.5
EEU,perm,comm,p5,2090,scale,53.6
EEU,perm,comm,p5,2090,shape,2.5
EEU,perm,comm,p5,2095,scale,53.6
EEU,perm,comm,p5,2095,shape,2.5
EEU,perm,comm,p5,2100,scale,53.6
EEU,perm,comm,p5,2100,shape,2.5
FSU,perm,comm,p1,2020,scale,53.6
FSU,perm,comm,p1,2020,shape,2.5
FSU,perm,comm,p1,2025,scale,53.6
FSU,perm,comm,p1,2025,shape,2.5
FSU,perm,comm,p1,2030,scale,53.6
FSU,perm,comm,p1,2030,shape,2.5
FSU,perm,comm,p1,2035,scale,53.6
FSU,perm,comm,p1,2035,shape,2.5
FSU,perm,comm,p1,2040,scale,53.6
FSU,perm,comm,p1,2040,shape,2.5
FSU,perm,comm,p1,2045,scale,53.6
FSU,perm,comm,p1,2045,shape,2.5
FSU,perm,comm,p1,2050,scale,53.6
FSU,perm,comm,p1,2050,shape,2.5
FSU,perm,comm,p1,2055,scale,53.6
FSU,perm,comm,p1,2055,shape,2.5
FSU,perm,comm,p1,2060,scale,53.6
FSU,perm,comm,p1,2060,shape,2.5
FSU,perm,comm,p1,2065,scale,53.6
FSU,perm,comm,p1,2065,shape,2.5
FSU,perm,comm,p1,2070,scale,53.6
FSU,perm,comm,p1,2070,shape,2.5
FSU,perm,comm,p1,2075,scale,53.6
FSU,perm,comm,p1,2075,shape,2.5
FSU,perm,comm,p1,2080,scale,53.6
FSU,perm,comm,p1,2080,shape,2.5
FSU,perm,comm,p1,2085,scale,53.6
FSU,perm,comm,p1,2085,shape,2.5
FSU,perm,comm,p1,2090,scale,53.6
FSU,perm,comm,p1,2090,shape,2.5
FSU,perm,comm,p1,2095,scale,53.6
FSU,perm,comm,p1,2095,shape,2.5
FSU,perm,comm,p1,2100,scale,53.6
FSU,perm,comm,p1,2100,shape,2.5
FSU,perm,comm,p2,2020,scale,53.6
FSU,perm,comm,p2,2020,shape,2.5
FSU,perm,comm,p2,2025,scale,53.6
FSU,perm,comm,p2,2025,shape,2.5
FSU,perm,comm,p2,2030,scale,53.6
FSU,perm,comm,p2,2030,shape,2.5
FSU,perm,comm,p2,2035,scale,53.6
FSU,perm,comm,p2,2035,shape,2.5
FSU,perm,comm,p2,2040,scale,53.6
FSU,perm,comm,p2,2040,shape,2.5
FSU,perm,comm,p2,2045,scale,53.6
FSU,perm,comm,p2,2045,shape,2.5
FSU,perm,comm,p2,2050,scale,53.6
FSU,perm,comm,p2,2050,shape,2.5
FSU,perm,comm,p2,2055,scale,53.6
FSU,perm,comm,p2,2055,shape,2.5
FSU,perm,comm,p2,2060,scale,53.6
FSU,perm,comm,p2,2060,shape,2.5
FSU,perm,comm,p2,2065,scale,53.6
FSU,perm,comm,p2,2065,shape,2.5
FSU,perm,comm,p2,2070,scale,53.6
FSU,perm,comm,p2,2070,shape,2.5
FSU,perm,comm,p2,2075,scale,53.6
FSU,perm,comm,p2,2075,shape,2.5
FSU,perm,comm,p2,2080,scale,53.6
FSU,perm,comm,p2,2080,shape,2.5
FSU,perm,comm,p2,2085,scale,53.6
FSU,perm,comm,p2,2085,shape,2.5
FSU,perm,comm,p2,2090,scale,53.6
FSU,perm,comm,p2,2090,shape,2.5
FSU,perm,comm,p2,2095,scale,53.6
FSU,perm,comm,p2,2095,shape,2.5
FSU,perm,comm,p2,2100,scale,53.6
FSU,perm,comm,p2,2100,shape,2.5
FSU,perm,comm,p3,2020,scale,53.6
FSU,perm,comm,p3,2020,shape,2.5
FSU,perm,comm,p3,2025,scale,53.6
FSU,perm,comm,p3,2025,shape,2.5
FSU,perm,comm,p3,2030,scale,53.6
FSU,perm,comm,p3,2030,shape,2.5
FSU,perm,comm,p3,2035,scale,53.6
FSU,perm,comm,p3,2035,shape,2.5
FSU,perm,comm,p3,2040,scale,53.6
FSU,perm,comm,p3,2040,shape,2.5
FSU,perm,comm,p3,2045,scale,53.6
FSU,perm,comm,p3,2045,shape,2.5
FSU,perm,comm,p3,2050,scale,53.6
FSU,perm,comm,p3,2050,shape,2.5
FSU,perm,comm,p3,2055,scale,53.6
FSU,perm,comm,p3,2055,shape,2.5
FSU,perm,comm,p3,2060,scale,53.6
FSU,perm,comm,p3,2060,shape,2.5
FSU,perm,comm,p3,2065,scale,53.6
FSU,perm,comm,p3,2065,shape,2.5
FSU,perm,comm,p3,2070,scale,53.6
FSU,perm,comm,p3,2070,shape,2.5
FSU,perm,comm,p3,2075,scale,53.6
FSU,perm,comm,p3,2075,shape,2.5
FSU,perm,comm,p3,2080,scale,53.6
FSU,perm,comm,p3,2080,shape,2.5
FSU,perm,comm,p3,2085,scale,53.6
FSU,perm,comm,p3,2085,shape,2.5
FSU,perm,comm,p3,2090,scale,53.6
FSU,perm,comm,p3,2090,shape,2.5
FSU,perm,comm,p3,2095,scale,53.6
FSU,perm,comm,p3,2095,shape,2.5
FSU,perm,comm,p3,2100,scale,53.6
FSU,perm,comm,p3,2100,shape,2.5
FSU,perm,comm,p5,2020,scale,53.6
FSU,perm,comm,p5,2020,shape,2.5
FSU,perm,comm,p5,2025,scale,53.6
FSU,perm,comm,p5,2025,shape,2.5
FSU,perm,comm,p5,2030,scale,53.6
FSU,perm,comm,p5,2030,shape,2.5
FSU,perm,comm,p5,2035,scale,53.6
FSU,perm,comm,p5,2035,shape,2.5
FSU,perm,comm,p5,2040,scale,53.6
FSU,perm,comm,p5,2040,shape,2.5
FSU,perm,comm,p5,2045,scale,53.6
FSU,perm,comm,p5,2045,shape,2.5
FSU,perm,comm,p5,2050,scale,53.6
FSU,perm,comm,p5,2050,shape,2.5
FSU,perm,comm,p5,2055,scale,53.6
FSU,perm,comm,p5,2055,shape,2.5
FSU,perm,comm,p5,2060,scale,53.6
FSU,perm,comm,p5,2060,shape,2.5
FSU,perm,comm,p5,2065,scale,53.6
FSU,perm,comm,p5,2065,shape,2.5
FSU,perm,comm,p5,2070,scale,53.6
FSU,perm,comm,p5,2070,shape,2.5
FSU,perm,comm,p5,2075,scale,53.6
FSU,perm,comm,p5,2075,shape,2.5
FSU,perm,comm,p5,2080,scale,53.6
FSU,perm,comm,p5,2080,shape,2.5
FSU,perm,comm,p5,2085,scale,53.6
FSU,perm,comm,p5,2085,shape,2.5
FSU,perm,comm,p5,2090,scale,53.6
FSU,perm,comm,p5,2090,shape,2.5
FSU,perm,comm,p5,2095,scale,53.6
FSU,perm,comm,p5,2095,shape,2.5
FSU,perm,comm,p5,2100,scale,53.6
FSU,perm,comm,p5,2100,shape,2.5
LAC,perm,comm,p1,2020,scale,68.24
LAC,perm,comm,p1,2020,shape,1.97
LAC,perm,comm,p1,2025,scale,68.24
LAC,perm,comm,p1,2025,shape,1.97
LAC,perm,comm,p1,2030,scale,68.24
LAC,perm,comm,p1,2030,shape,1.97
LAC,perm,comm,p1,2035,scale,68.24
LAC,perm,comm,p1,2035,shape,1.97
LAC,perm,comm,p1,2040,scale,68.24
LAC,perm,comm,p1,2040,shape,1.97
LAC,perm,comm,p1,2045,scale,68.24
LAC,perm,comm,p1,2045,shape,1.97
LAC,perm,comm,p1,2050,scale,68.24
LAC,perm,comm,p1,2050,shape,1.97
LAC,perm,comm,p1,2055,scale,68.24
LAC,perm,comm,p1,2055,shape,1.97
LAC,perm,comm,p1,2060,scale,68.24
LAC,perm,comm,p1,2060,shape,1.97
LAC,perm,comm,p1,2065,scale,68.24
LAC,perm,comm,p1,2065,shape,1.97
LAC,perm,comm,p1,2070,scale,68.24
LAC,perm,comm,p1,2070,shape,1.97
LAC,perm,comm,p1,2075,scale,68.24
LAC,perm,comm,p1,2075,shape,1.97
LAC,perm,comm,p1,2080,scale,68.24
LAC,perm,comm,p1,2080,shape,1.97
LAC,perm,comm,p1,2085,scale,68.24
LAC,perm,comm,p1,2085,shape,1.97
LAC,perm,comm,p1,2090,scale,68.24
LAC,perm,comm,p1,2090,shape,1.97
LAC,perm,comm,p1,2095,scale,68.24
LAC,perm,comm,p1,2095,shape,1.97
LAC,perm,comm,p1,2100,scale,68.24
LAC,perm,comm,p1,2100,shape,1.97
LAC,perm,comm,p2,2020,scale,68.24
LAC,perm,comm,p2,2020,shape,1.97
LAC,perm,comm,p2,2025,scale,68.24
LAC,perm,comm,p2,2025,shape,1.97
LAC,perm,comm,p2,2030,scale,68.24
LAC,perm,comm,p2,2030,shape,1.97
LAC,perm,comm,p2,2035,scale,68.24
LAC,perm,comm,p2,2035,shape,1.97
LAC,perm,comm,p2,2040,scale,68.24
LAC,perm,comm,p2,2040,shape,1.97
LAC,perm,comm,p2,2045,scale,68.24
LAC,perm,comm,p2,2045,shape,1.97
LAC,perm,comm,p2,2050,scale,68.24
LAC,perm,comm,p2,2050,shape,1.97
LAC,perm,comm,p2,2055,scale,68.24
LAC,perm,comm,p2,2055,shape,1.97
LAC,perm,comm,p2,2060,scale,68.24
LAC,perm,comm,p2,2060,shape,1.97
LAC,perm,comm,p2,2065,scale,68.24
LAC,perm,comm,p2,2065,shape,1.97
LAC,perm,comm,p2,2070,scale,68.24
LAC,perm,comm,p2,2070,shape,1.97
LAC,perm,comm,p2,2075,scale,68.24
LAC,perm,comm,p2,2075,shape,1.97
LAC,perm,comm,p2,2080,scale,68.24
LAC,perm,comm,p2,2080,shape,1.97
LAC,perm,comm,p2,2085,scale,68.24
LAC,perm,comm,p2,2085,shape,1.97
LAC,perm,comm,p2,2090,scale,68.24
LAC,perm,comm,p2,2090,shape,1.97
LAC,perm,comm,p2,2095,scale,68.24
LAC,perm,comm,p2,2095,shape,1.97
LAC,perm,comm,p2,2100,scale,68.24
LAC,perm,comm,p2,2100,shape,1.97
LAC,perm,comm,p3,2020,scale,68.24
LAC,perm,comm,p3,2020,shape,1.97
