clim,ssp,region_gea,year,heat_hours
Zone_0C Extremely hot Marine,SSP1,AFR,2020,0
Zone_0C Extremely hot Marine,SSP1,AFR,2025,0
Zone_0C Extremely hot Marine,SSP1,AFR,2030,0
Zone_0C Extremely hot Marine,SSP1,AFR,2035,0
Zone_0C Extremely hot Marine,SSP1,AFR,2040,0
Zone_0C Extremely hot Marine,SSP1,AFR,2045,0
Zone_0C Extremely hot Marine,SSP1,AFR,2050,0
Zone_0C Extremely hot Marine,SSP1,AFR,2055,0
Zone_0C Extremely hot Marine,SSP1,AFR,2060,0
Zone_0C Extremely hot Marine,SSP1,AFR,2065,0
Zone_0C Extremely hot Marine,SSP1,AFR,2070,0
Zone_0C Extremely hot Marine,SSP1,AFR,2075,0
Zone_0C Extremely hot Marine,SSP1,AFR,2080,0
Zone_0C Extremely hot Marine,SSP1,AFR,2085,0
Zone_0C Extremely hot Marine,SSP1,AFR,2090,0
Zone_0C Extremely hot Marine,SSP1,AFR,2095,0
Zone_0C Extremely hot Marine,SSP1,AFR,2100,0
Zone_1A Very hot Humid,SSP1,AFR,2015,0
Zone_1A Very hot Humid,SSP1,AFR,2020,0
Zone_1A Very hot Humid,SSP1,AFR,2025,0
Zone_1A Very hot Humid,SSP1,AFR,2030,0
Zone_1A Very hot Humid,SSP1,AFR,2035,0
Zone_1A Very hot Humid,SSP1,AFR,2040,0
Zone_1A Very hot Humid,SSP1,AFR,2045,0
Zone_1A Very hot Humid,SSP1,AFR,2050,0
Zone_1A Very hot Humid,SSP1,AFR,2055,0
Zone_1A Very hot Humid,SSP1,AFR,2060,0
Zone_1A Very hot Humid,SSP1,AFR,2065,0
Zone_1A Very hot Humid,SSP1,AFR,2070,0
Zone_1A Very hot Humid,SSP1,AFR,2075,0
Zone_1A Very hot Humid,SSP1,AFR,2080,0
Zone_1A Very hot Humid,SSP1,AFR,2085,0
Zone_1A Very hot Humid,SSP1,AFR,2090,0
Zone_1A Very hot Humid,SSP1,AFR,2095,0
Zone_1A Very hot Humid,SSP1,AFR,2100,0
Zone_1B Very hot Dry,SSP1,AFR,2015,0
Zone_1B Very hot Dry,SSP1,AFR,2020,0
Zone_1B Very hot Dry,SSP1,AFR,2025,0
Zone_1B Very hot Dry,SSP1,AFR,2030,0
Zone_1B Very hot Dry,SSP1,AFR,2035,0
Zone_1B Very hot Dry,SSP1,AFR,2040,0
Zone_1B Very hot Dry,SSP1,AFR,2045,0
Zone_1B Very hot Dry,SSP1,AFR,2050,0
Zone_1B Very hot Dry,SSP1,AFR,2055,0
Zone_1B Very hot Dry,SSP1,AFR,2060,0
Zone_1B Very hot Dry,SSP1,AFR,2065,0
Zone_1B Very hot Dry,SSP1,AFR,2070,0
Zone_1B Very hot Dry,SSP1,AFR,2075,0
Zone_1B Very hot Dry,SSP1,AFR,2080,0
Zone_1B Very hot Dry,SSP1,AFR,2085,0
Zone_1B Very hot Dry,SSP1,AFR,2090,0
Zone_1B Very hot Dry,SSP1,AFR,2095,0
Zone_1B Very hot Dry,SSP1,AFR,2100,0
Zone_1C Very hot Marine,SSP1,AFR,2015,0
Zone_1C Very hot Marine,SSP1,AFR,2020,0
Zone_1C Very hot Marine,SSP1,AFR,2025,0
Zone_1C Very hot Marine,SSP1,AFR,2030,0
Zone_1C Very hot Marine,SSP1,AFR,2035,0
Zone_1C Very hot Marine,SSP1,AFR,2040,0
Zone_1C Very hot Marine,SSP1,AFR,2045,0
Zone_1C Very hot Marine,SSP1,AFR,2050,0
Zone_1C Very hot Marine,SSP1,AFR,2055,0
Zone_1C Very hot Marine,SSP1,AFR,2060,0
Zone_1C Very hot Marine,SSP1,AFR,2065,0
Zone_1C Very hot Marine,SSP1,AFR,2070,0
Zone_1C Very hot Marine,SSP1,AFR,2075,0
Zone_1C Very hot Marine,SSP1,AFR,2080,0
Zone_1C Very hot Marine,SSP1,AFR,2085,0
Zone_1C Very hot Marine,SSP1,AFR,2090,0
Zone_1C Very hot Marine,SSP1,AFR,2095,0
Zone_1C Very hot Marine,SSP1,AFR,2100,0
Zone_2A Hot Humid,SSP1,AFR,2015,1
Zone_2A Hot Humid,SSP1,AFR,2020,1.066750862
Zone_2A Hot Humid,SSP1,AFR,2025,1.116806992
Zone_2A Hot Humid,SSP1,AFR,2030,1.152549342
Zone_2A Hot Humid,SSP1,AFR,2035,1.176358866
Zone_2A Hot Humid,SSP1,AFR,2040,1.190616515
Zone_2A Hot Humid,SSP1,AFR,2045,1.197703243
Zone_2A Hot Humid,SSP1,AFR,2050,1.2
Zone_2A Hot Humid,SSP1,AFR,2055,1.2
Zone_2A Hot Humid,SSP1,AFR,2060,1.2
Zone_2A Hot Humid,SSP1,AFR,2065,1.2
Zone_2A Hot Humid,SSP1,AFR,2070,1.2
Zone_2A Hot Humid,SSP1,AFR,2075,1.2
Zone_2A Hot Humid,SSP1,AFR,2080,1.2
Zone_2A Hot Humid,SSP1,AFR,2085,1.2
Zone_2A Hot Humid,SSP1,AFR,2090,1.2
Zone_2A Hot Humid,SSP1,AFR,2095,1.2
Zone_2A Hot Humid,SSP1,AFR,2100,1.2
Zone_2B Hot Dry,SSP1,AFR,2015,1
Zone_2B Hot Dry,SSP1,AFR,2020,1.066750862
Zone_2B Hot Dry,SSP1,AFR,2025,1.116806992
Zone_2B Hot Dry,SSP1,AFR,2030,1.152549342
Zone_2B Hot Dry,SSP1,AFR,2035,1.176358866
Zone_2B Hot Dry,SSP1,AFR,2040,1.190616515
Zone_2B Hot Dry,SSP1,AFR,2045,1.197703243
Zone_2B Hot Dry,SSP1,AFR,2050,1.2
Zone_2B Hot Dry,SSP1,AFR,2055,1.2
Zone_2B Hot Dry,SSP1,AFR,2060,1.2
Zone_2B Hot Dry,SSP1,AFR,2065,1.2
Zone_2B Hot Dry,SSP1,AFR,2070,1.2
Zone_2B Hot Dry,SSP1,AFR,2075,1.2
Zone_2B Hot Dry,SSP1,AFR,2080,1.2
Zone_2B Hot Dry,SSP1,AFR,2085,1.2
Zone_2B Hot Dry,SSP1,AFR,2090,1.2
Zone_2B Hot Dry,SSP1,AFR,2095,1.2
Zone_2B Hot Dry,SSP1,AFR,2100,1.2
Zone_2C Hot Marine,SSP1,AFR,2015,1
Zone_2C Hot Marine,SSP1,AFR,2020,1.066750862
Zone_2C Hot Marine,SSP1,AFR,2025,1.116806992
Zone_2C Hot Marine,SSP1,AFR,2030,1.152549342
Zone_2C Hot Marine,SSP1,AFR,2035,1.176358866
Zone_2C Hot Marine,SSP1,AFR,2040,1.190616515
Zone_2C Hot Marine,SSP1,AFR,2045,1.197703243
Zone_2C Hot Marine,SSP1,AFR,2050,1.2
Zone_2C Hot Marine,SSP1,AFR,2055,1.2
Zone_2C Hot Marine,SSP1,AFR,2060,1.2
Zone_2C Hot Marine,SSP1,AFR,2065,1.2
Zone_2C Hot Marine,SSP1,AFR,2070,1.2
Zone_2C Hot Marine,SSP1,AFR,2075,1.2
Zone_2C Hot Marine,SSP1,AFR,2080,1.2
Zone_2C Hot Marine,SSP1,AFR,2085,1.2
Zone_2C Hot Marine,SSP1,AFR,2090,1.2
Zone_2C Hot Marine,SSP1,AFR,2095,1.2
Zone_2C Hot Marine,SSP1,AFR,2100,1.2
Zone_3A Warm Humid,SSP1,AFR,2015,2
Zone_3A Warm Humid,SSP1,AFR,2020,2.133501723
Zone_3A Warm Humid,SSP1,AFR,2025,2.233613983
Zone_3A Warm Humid,SSP1,AFR,2030,2.305098684
Zone_3A Warm Humid,SSP1,AFR,2035,2.352717732
Zone_3A Warm Humid,SSP1,AFR,2040,2.381233031
Zone_3A Warm Humid,SSP1,AFR,2045,2.395406485
Zone_3A Warm Humid,SSP1,AFR,2050,2.4
Zone_3A Warm Humid,SSP1,AFR,2055,2.4
Zone_3A Warm Humid,SSP1,AFR,2060,2.4
Zone_3A Warm Humid,SSP1,AFR,2065,2.4
Zone_3A Warm Humid,SSP1,AFR,2070,2.4
Zone_3A Warm Humid,SSP1,AFR,2075,2.4
Zone_3A Warm Humid,SSP1,AFR,2080,2.4
Zone_3A Warm Humid,SSP1,AFR,2085,2.4
Zone_3A Warm Humid,SSP1,AFR,2090,2.4
Zone_3A Warm Humid,SSP1,AFR,2095,2.4
Zone_3A Warm Humid,SSP1,AFR,2100,2.4
Zone_3B Warm Dry,SSP1,AFR,2015,2
Zone_3B Warm Dry,SSP1,AFR,2020,2.133501723
Zone_3B Warm Dry,SSP1,AFR,2025,2.233613983
Zone_3B Warm Dry,SSP1,AFR,2030,2.305098684
Zone_3B Warm Dry,SSP1,AFR,2035,2.352717732
Zone_3B Warm Dry,SSP1,AFR,2040,2.381233031
Zone_3B Warm Dry,SSP1,AFR,2045,2.395406485
Zone_3B Warm Dry,SSP1,AFR,2050,2.4
Zone_3B Warm Dry,SSP1,AFR,2055,2.4
Zone_3B Warm Dry,SSP1,AFR,2060,2.4
Zone_3B Warm Dry,SSP1,AFR,2065,2.4
Zone_3B Warm Dry,SSP1,AFR,2070,2.4
Zone_3B Warm Dry,SSP1,AFR,2075,2.4
Zone_3B Warm Dry,SSP1,AFR,2080,2.4
Zone_3B Warm Dry,SSP1,AFR,2085,2.4
Zone_3B Warm Dry,SSP1,AFR,2090,2.4
Zone_3B Warm Dry,SSP1,AFR,2095,2.4
Zone_3B Warm Dry,SSP1,AFR,2100,2.4
Zone_3C Warm Marine,SSP1,AFR,2015,2
Zone_3C Warm Marine,SSP1,AFR,2020,2.133501723
Zone_3C Warm Marine,SSP1,AFR,2025,2.233613983
Zone_3C Warm Marine,SSP1,AFR,2030,2.305098684
Zone_3C Warm Marine,SSP1,AFR,2035,2.352717732
Zone_3C Warm Marine,SSP1,AFR,2040,2.381233031
Zone_3C Warm Marine,SSP1,AFR,2045,2.395406485
Zone_3C Warm Marine,SSP1,AFR,2050,2.4
Zone_3C Warm Marine,SSP1,AFR,2055,2.4
Zone_3C Warm Marine,SSP1,AFR,2060,2.4
Zone_3C Warm Marine,SSP1,AFR,2065,2.4
Zone_3C Warm Marine,SSP1,AFR,2070,2.4
Zone_3C Warm Marine,SSP1,AFR,2075,2.4
Zone_3C Warm Marine,SSP1,AFR,2080,2.4
Zone_3C Warm Marine,SSP1,AFR,2085,2.4
Zone_3C Warm Marine,SSP1,AFR,2090,2.4
Zone_3C Warm Marine,SSP1,AFR,2095,2.4
Zone_3C Warm Marine,SSP1,AFR,2100,2.4
Zone_4A Mixed Humid,SSP1,AFR,2015,3
Zone_4A Mixed Humid,SSP1,AFR,2020,3.200252585
Zone_4A Mixed Humid,SSP1,AFR,2025,3.350420975
Zone_4A Mixed Humid,SSP1,AFR,2030,3.457648027
Zone_4A Mixed Humid,SSP1,AFR,2035,3.529076598
Zone_4A Mixed Humid,SSP1,AFR,2040,3.571849546
Zone_4A Mixed Humid,SSP1,AFR,2045,3.593109728
Zone_4A Mixed Humid,SSP1,AFR,2050,3.6
Zone_4A Mixed Humid,SSP1,AFR,2055,3.6
Zone_4A Mixed Humid,SSP1,AFR,2060,3.6
Zone_4A Mixed Humid,SSP1,AFR,2065,3.6
Zone_4A Mixed Humid,SSP1,AFR,2070,3.6
Zone_4A Mixed Humid,SSP1,AFR,2075,3.6
Zone_4A Mixed Humid,SSP1,AFR,2080,3.6
Zone_4A Mixed Humid,SSP1,AFR,2085,3.6
Zone_4A Mixed Humid,SSP1,AFR,2090,3.6
Zone_4A Mixed Humid,SSP1,AFR,2095,3.6
Zone_4A Mixed Humid,SSP1,AFR,2100,3.6
Zone_4B Mixed Dry,SSP1,AFR,2015,3
Zone_4B Mixed Dry,SSP1,AFR,2020,3.200252585
Zone_4B Mixed Dry,SSP1,AFR,2025,3.350420975
Zone_4B Mixed Dry,SSP1,AFR,2030,3.457648027
Zone_4B Mixed Dry,SSP1,AFR,2035,3.529076598
Zone_4B Mixed Dry,SSP1,AFR,2040,3.571849546
Zone_4B Mixed Dry,SSP1,AFR,2045,3.593109728
Zone_4B Mixed Dry,SSP1,AFR,2050,3.6
Zone_4B Mixed Dry,SSP1,AFR,2055,3.6
Zone_4B Mixed Dry,SSP1,AFR,2060,3.6
Zone_4B Mixed Dry,SSP1,AFR,2065,3.6
Zone_4B Mixed Dry,SSP1,AFR,2070,3.6
Zone_4B Mixed Dry,SSP1,AFR,2075,3.6
Zone_4B Mixed Dry,SSP1,AFR,2080,3.6
Zone_4B Mixed Dry,SSP1,AFR,2085,3.6
Zone_4B Mixed Dry,SSP1,AFR,2090,3.6
Zone_4B Mixed Dry,SSP1,AFR,2095,3.6
Zone_4B Mixed Dry,SSP1,AFR,2100,3.6
Zone_4C Mixed Marine,SSP1,AFR,2015,3
Zone_4C Mixed Marine,SSP1,AFR,2020,3.200252585
Zone_4C Mixed Marine,SSP1,AFR,2025,3.350420975
Zone_4C Mixed Marine,SSP1,AFR,2030,3.457648027
Zone_4C Mixed Marine,SSP1,AFR,2035,3.529076598
Zone_4C Mixed Marine,SSP1,AFR,2040,3.571849546
Zone_4C Mixed Marine,SSP1,AFR,2045,3.593109728
Zone_4C Mixed Marine,SSP1,AFR,2050,3.6
Zone_4C Mixed Marine,SSP1,AFR,2055,3.6
Zone_4C Mixed Marine,SSP1,AFR,2060,3.6
Zone_4C Mixed Marine,SSP1,AFR,2065,3.6
Zone_4C Mixed Marine,SSP1,AFR,2070,3.6
Zone_4C Mixed Marine,SSP1,AFR,2075,3.6
Zone_4C Mixed Marine,SSP1,AFR,2080,3.6
Zone_4C Mixed Marine,SSP1,AFR,2085,3.6
Zone_4C Mixed Marine,SSP1,AFR,2090,3.6
Zone_4C Mixed Marine,SSP1,AFR,2095,3.6
Zone_4C Mixed Marine,SSP1,AFR,2100,3.6
Zone_5A Cool Humid,SSP1,AFR,2015,3
Zone_5A Cool Humid,SSP1,AFR,2020,3.200252585
Zone_5A Cool Humid,SSP1,AFR,2025,3.350420975
Zone_5A Cool Humid,SSP1,AFR,2030,3.457648027
Zone_5A Cool Humid,SSP1,AFR,2035,3.529076598
Zone_5A Cool Humid,SSP1,AFR,2040,3.571849546
Zone_5A Cool Humid,SSP1,AFR,2045,3.593109728
Zone_5A Cool Humid,SSP1,AFR,2050,3.6
Zone_5A Cool Humid,SSP1,AFR,2055,3.6
Zone_5A Cool Humid,SSP1,AFR,2060,3.6
Zone_5A Cool Humid,SSP1,AFR,2065,3.6
Zone_5A Cool Humid,SSP1,AFR,2070,3.6
Zone_5A Cool Humid,SSP1,AFR,2075,3.6
Zone_5A Cool Humid,SSP1,AFR,2080,3.6
Zone_5A Cool Humid,SSP1,AFR,2085,3.6
Zone_5A Cool Humid,SSP1,AFR,2090,3.6
Zone_5A Cool Humid,SSP1,AFR,2095,3.6
Zone_5A Cool Humid,SSP1,AFR,2100,3.6
Zone_5B Cool Dry,SSP1,AFR,2015,3
Zone_5B Cool Dry,SSP1,AFR,2020,3.200252585
Zone_5B Cool Dry,SSP1,AFR,2025,3.350420975
Zone_5B Cool Dry,SSP1,AFR,2030,3.457648027
Zone_5B Cool Dry,SSP1,AFR,2035,3.529076598
Zone_5B Cool Dry,SSP1,AFR,2040,3.571849546
Zone_5B Cool Dry,SSP1,AFR,2045,3.593109728
Zone_5B Cool Dry,SSP1,AFR,2050,3.6
Zone_5B Cool Dry,SSP1,AFR,2055,3.6
Zone_5B Cool Dry,SSP1,AFR,2060,3.6
Zone_5B Cool Dry,SSP1,AFR,2065,3.6
Zone_5B Cool Dry,SSP1,AFR,2070,3.6
Zone_5B Cool Dry,SSP1,AFR,2075,3.6
Zone_5B Cool Dry,SSP1,AFR,2080,3.6
Zone_5B Cool Dry,SSP1,AFR,2085,3.6
Zone_5B Cool Dry,SSP1,AFR,2090,3.6
Zone_5B Cool Dry,SSP1,AFR,2095,3.6
Zone_5B Cool Dry,SSP1,AFR,2100,3.6
Zone_5C Cool Marine,SSP1,AFR,2015,3
Zone_5C Cool Marine,SSP1,AFR,2020,3.200252585
Zone_5C Cool Marine,SSP1,AFR,2025,3.350420975
Zone_5C Cool Marine,SSP1,AFR,2030,3.457648027
Zone_5C Cool Marine,SSP1,AFR,2035,3.529076598
Zone_5C Cool Marine,SSP1,AFR,2040,3.571849546
Zone_5C Cool Marine,SSP1,AFR,2045,3.593109728
Zone_5C Cool Marine,SSP1,AFR,2050,3.6
Zone_5C Cool Marine,SSP1,AFR,2055,3.6
Zone_5C Cool Marine,SSP1,AFR,2060,3.6
Zone_5C Cool Marine,SSP1,AFR,2065,3.6
Zone_5C Cool Marine,SSP1,AFR,2070,3.6
Zone_5C Cool Marine,SSP1,AFR,2075,3.6
Zone_5C Cool Marine,SSP1,AFR,2080,3.6
Zone_5C Cool Marine,SSP1,AFR,2085,3.6
Zone_5C Cool Marine,SSP1,AFR,2090,3.6
Zone_5C Cool Marine,SSP1,AFR,2095,3.6
Zone_5C Cool Marine,SSP1,AFR,2100,3.6
Zone_6A Cold Humid,SSP1,AFR,2015,3
Zone_6A Cold Humid,SSP1,AFR,2020,3.200252585
Zone_6A Cold Humid,SSP1,AFR,2025,3.350420975
Zone_6A Cold Humid,SSP1,AFR,2030,3.457648027
Zone_6A Cold Humid,SSP1,AFR,2035,3.529076598
Zone_6A Cold Humid,SSP1,AFR,2040,3.571849546
Zone_6A Cold Humid,SSP1,AFR,2045,3.593109728
Zone_6A Cold Humid,SSP1,AFR,2050,3.6
Zone_6A Cold Humid,SSP1,AFR,2055,3.6
Zone_6A Cold Humid,SSP1,AFR,2060,3.6
Zone_6A Cold Humid,SSP1,AFR,2065,3.6
Zone_6A Cold Humid,SSP1,AFR,2070,3.6
Zone_6A Cold Humid,SSP1,AFR,2075,3.6
Zone_6A Cold Humid,SSP1,AFR,2080,3.6
Zone_6A Cold Humid,SSP1,AFR,2085,3.6
Zone_6A Cold Humid,SSP1,AFR,2090,3.6
Zone_6A Cold Humid,SSP1,AFR,2095,3.6
Zone_6A Cold Humid,SSP1,AFR,2100,3.6
Zone_6B Cold Dry,SSP1,AFR,2015,3
Zone_6B Cold Dry,SSP1,AFR,2020,3.200252585
Zone_6B Cold Dry,SSP1,AFR,2025,3.350420975
Zone_6B Cold Dry,SSP1,AFR,2030,3.457648027
Zone_6B Cold Dry,SSP1,AFR,2035,3.529076598
Zone_6B Cold Dry,SSP1,AFR,2040,3.571849546
Zone_6B Cold Dry,SSP1,AFR,2045,3.593109728
Zone_6B Cold Dry,SSP1,AFR,2050,3.6
Zone_6B Cold Dry,SSP1,AFR,2055,3.6
Zone_6B Cold Dry,SSP1,AFR,2060,3.6
Zone_6B Cold Dry,SSP1,AFR,2065,3.6
Zone_6B Cold Dry,SSP1,AFR,2070,3.6
Zone_6B Cold Dry,SSP1,AFR,2075,3.6
Zone_6B Cold Dry,SSP1,AFR,2080,3.6
Zone_6B Cold Dry,SSP1,AFR,2085,3.6
Zone_6B Cold Dry,SSP1,AFR,2090,3.6
Zone_6B Cold Dry,SSP1,AFR,2095,3.6
Zone_6B Cold Dry,SSP1,AFR,2100,3.6
Zone_6C Cold Marine,SSP1,AFR,2015,3
Zone_6C Cold Marine,SSP1,AFR,2020,3.200252585
Zone_6C Cold Marine,SSP1,AFR,2025,3.350420975
Zone_6C Cold Marine,SSP1,AFR,2030,3.457648027
Zone_6C Cold Marine,SSP1,AFR,2035,3.529076598
Zone_6C Cold Marine,SSP1,AFR,2040,3.571849546
Zone_6C Cold Marine,SSP1,AFR,2045,3.593109728
Zone_6C Cold Marine,SSP1,AFR,2050,3.6
Zone_6C Cold Marine,SSP1,AFR,2055,3.6
Zone_6C Cold Marine,SSP1,AFR,2060,3.6
Zone_6C Cold Marine,SSP1,AFR,2065,3.6
Zone_6C Cold Marine,SSP1,AFR,2070,3.6
Zone_6C Cold Marine,SSP1,AFR,2075,3.6
Zone_6C Cold Marine,SSP1,AFR,2080,3.6
Zone_6C Cold Marine,SSP1,AFR,2085,3.6
Zone_6C Cold Marine,SSP1,AFR,2090,3.6
Zone_6C Cold Marine,SSP1,AFR,2095,3.6
Zone_6C Cold Marine,SSP1,AFR,2100,3.6
Zone_7A Very cold Humid,SSP1,AFR,2015,6
Zone_7A Very cold Humid,SSP1,AFR,2020,6.400505169
Zone_7A Very cold Humid,SSP1,AFR,2025,6.700841949
Zone_7A Very cold Humid,SSP1,AFR,2030,6.915296053
Zone_7A Very cold Humid,SSP1,AFR,2035,7.058153196
Zone_7A Very cold Humid,SSP1,AFR,2040,7.143699092
Zone_7A Very cold Humid,SSP1,AFR,2045,7.186219455
Zone_7A Very cold Humid,SSP1,AFR,2050,7.2
Zone_7A Very cold Humid,SSP1,AFR,2055,7.2
Zone_7A Very cold Humid,SSP1,AFR,2060,7.2
Zone_7A Very cold Humid,SSP1,AFR,2065,7.2
Zone_7A Very cold Humid,SSP1,AFR,2070,7.2
Zone_7A Very cold Humid,SSP1,AFR,2075,7.2
Zone_7A Very cold Humid,SSP1,AFR,2080,7.2
Zone_7A Very cold Humid,SSP1,AFR,2085,7.2
Zone_7A Very cold Humid,SSP1,AFR,2090,7.2
Zone_7A Very cold Humid,SSP1,AFR,2095,7.2
Zone_7A Very cold Humid,SSP1,AFR,2100,7.2
Zone_7B Very cold Dry,SSP1,AFR,2015,6
Zone_7B Very cold Dry,SSP1,AFR,2020,6.400505169
Zone_7B Very cold Dry,SSP1,AFR,2025,6.700841949
Zone_7B Very cold Dry,SSP1,AFR,2030,6.915296053
Zone_7B Very cold Dry,SSP1,AFR,2035,7.058153196
Zone_7B Very cold Dry,SSP1,AFR,2040,7.143699092
Zone_7B Very cold Dry,SSP1,AFR,2045,7.186219455
Zone_7B Very cold Dry,SSP1,AFR,2050,7.2
Zone_7B Very cold Dry,SSP1,AFR,2055,7.2
Zone_7B Very cold Dry,SSP1,AFR,2060,7.2
Zone_7B Very cold Dry,SSP1,AFR,2065,7.2
Zone_7B Very cold Dry,SSP1,AFR,2070,7.2
Zone_7B Very cold Dry,SSP1,AFR,2075,7.2
Zone_7B Very cold Dry,SSP1,AFR,2080,7.2
Zone_7B Very cold Dry,SSP1,AFR,2085,7.2
Zone_7B Very cold Dry,SSP1,AFR,2090,7.2
Zone_7B Very cold Dry,SSP1,AFR,2095,7.2
Zone_7B Very cold Dry,SSP1,AFR,2100,7.2
Zone_7C Very cold Marine,SSP1,AFR,2015,6
Zone_7C Very cold Marine,SSP1,AFR,2020,6.400505169
Zone_7C Very cold Marine,SSP1,AFR,2025,6.700841949
Zone_7C Very cold Marine,SSP1,AFR,2030,6.915296053
Zone_7C Very cold Marine,SSP1,AFR,2035,7.058153196
Zone_7C Very cold Marine,SSP1,AFR,2040,7.143699092
Zone_7C Very cold Marine,SSP1,AFR,2045,7.186219455
Zone_7C Very cold Marine,SSP1,AFR,2050,7.2
Zone_7C Very cold Marine,SSP1,AFR,2055,7.2
Zone_7C Very cold Marine,SSP1,AFR,2060,7.2
Zone_7C Very cold Marine,SSP1,AFR,2065,7.2
Zone_7C Very cold Marine,SSP1,AFR,2070,7.2
Zone_7C Very cold Marine,SSP1,AFR,2075,7.2
Zone_7C Very cold Marine,SSP1,AFR,2080,7.2
Zone_7C Very cold Marine,SSP1,AFR,2085,7.2
Zone_7C Very cold Marine,SSP1,AFR,2090,7.2
Zone_7C Very cold Marine,SSP1,AFR,2095,7.2
Zone_7C Very cold Marine,SSP1,AFR,2100,7.2
Zone_8A Subarctic/arctic Humid,SSP1,AFR,2015,6
Zone_8A Subarctic/arctic Humid,SSP1,AFR,2020,6.400505169
Zone_8A Subarctic/arctic Humid,SSP1,AFR,2025,6.700841949
Zone_8A Subarctic/arctic Humid,SSP1,AFR,2030,6.915296053
Zone_8A Subarctic/arctic Humid,SSP1,AFR,2035,7.058153196
Zone_8A Subarctic/arctic Humid,SSP1,AFR,2040,7.143699092
Zone_8A Subarctic/arctic Humid,SSP1,AFR,2045,7.186219455
Zone_8A Subarctic/arctic Humid,SSP1,AFR,2050,7.2
Zone_8A Subarctic/arctic Humid,SSP1,AFR,2055,7.2
Zone_8A Subarctic/arctic Humid,SSP1,AFR,2060,7.2
Zone_8A Subarctic/arctic Humid,SSP1,AFR,2065,7.2
Zone_8A Subarctic/arctic Humid,SSP1,AFR,2070,7.2
Zone_8A Subarctic/arctic Humid,SSP1,AFR,2075,7.2
Zone_8A Subarctic/arctic Humid,SSP1,AFR,2080,7.2
Zone_8A Subarctic/arctic Humid,SSP1,AFR,2085,7.2
Zone_8A Subarctic/arctic Humid,SSP1,AFR,2090,7.2
Zone_8A Subarctic/arctic Humid,SSP1,AFR,2095,7.2
Zone_8A Subarctic/arctic Humid,SSP1,AFR,2100,7.2
Zone_8B Subarctic/arctic Dry,SSP1,AFR,2015,6
Zone_8B Subarctic/arctic Dry,SSP1,AFR,2020,6.400505169
Zone_8B Subarctic/arctic Dry,SSP1,AFR,2025,6.700841949
Zone_8B Subarctic/arctic Dry,SSP1,AFR,2030,6.915296053
Zone_8B Subarctic/arctic Dry,SSP1,AFR,2035,7.058153196
Zone_8B Subarctic/arctic Dry,SSP1,AFR,2040,7.143699092
Zone_8B Subarctic/arctic Dry,SSP1,AFR,2045,7.186219455
Zone_8B Subarctic/arctic Dry,SSP1,AFR,2050,7.2
Zone_8B Subarctic/arctic Dry,SSP1,AFR,2055,7.2
Zone_8B Subarctic/arctic Dry,SSP1,AFR,2060,7.2
Zone_8B Subarctic/arctic Dry,SSP1,AFR,2065,7.2
Zone_8B Subarctic/arctic Dry,SSP1,AFR,2070,7.2
Zone_8B Subarctic/arctic Dry,SSP1,AFR,2075,7.2
Zone_8B Subarctic/arctic Dry,SSP1,AFR,2080,7.2
